Attrition_Flag,Dependent_count,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Trans_Amt,Avg_Utilization_Ratio
Existing Customer,4,$120K +,Silver,38,34516,14212,0.045
Existing Customer,1,$40K - $60K,Blue,23,13427,13117,0.116
Existing Customer,4,$80K - $120K,Blue,36,11242,4246,0.139
Existing Customer,3,$40K - $60K,Blue,41,2406,1173,0.648
Existing Customer,0,Less than $40K,Blue,49,2094,1969,0.745
Existing Customer,2,$40K - $60K,Blue,45,3476,3496,0.449
Existing Customer,3,$80K - $120K,Blue,39,9964,1626,0.156
Existing Customer,3,Less than $40K,Blue,38,7958,4962,0.196
Existing Customer,2,Less than $40K,Blue,36,2800,4253,0.557
Existing Customer,2,$40K - $60K,Blue,42,8786,8575,0.177
Existing Customer,1,$40K - $60K,Blue,53,2182,1660,0.714
Existing Customer,1,$40K - $60K,Blue,36,5639,16628,0.276
Existing Customer,3,Less than $40K,Blue,29,2017,3875,0.772
Existing Customer,1,Less than $40K,Blue,32,2144,4571,0.726
Existing Customer,3,$60K - $80K,Blue,41,4207,15312,0.37
Attrited Customer,3,$80K - $120K,Blue,36,3610,2216,0.43
Existing Customer,4,$80K - $120K,Blue,38,15428,1916,0.101
Existing Customer,1,$60K - $80K,Blue,31,2405,2503,0.646
Existing Customer,2,$60K - $80K,Blue,29,4786,5039,0.324
Existing Customer,4,$120K +,Blue,31,3569,16695,0.435
Existing Customer,2,$40K - $60K,Blue,36,2407,4983,0.645
Existing Customer,2,$120K +,Blue,37,32641,1327,0.048
Existing Customer,4,Less than $40K,Blue,26,4726,3658,0.328
Existing Customer,3,$40K - $60K,Blue,36,2667,4883,0.582
Existing Customer,3,Unknown,Blue,24,10584,1567,0.146
Existing Customer,2,Less than $40K,Blue,47,2341,3406,0.662
Existing Customer,3,Less than $40K,Blue,41,2622,1878,0.591
Existing Customer,2,Unknown,Blue,35,6109,4430,0.254
Existing Customer,5,$40K - $60K,Blue,33,2506,4747,0.618
Existing Customer,3,$80K - $120K,Blue,42,18531,2484,0.084
Existing Customer,2,$120K +,Blue,36,27157,1535,0.057
Existing Customer,3,$40K - $60K,Blue,41,3492,3043,0.443
Attrited Customer,2,Unknown,Blue,36,10241,2513,0.151
Existing Customer,2,$40K - $60K,Blue,31,1915,3911,0.807
Existing Customer,1,$60K - $80K,Blue,36,9037,1627,0.171
Existing Customer,4,Less than $40K,Blue,36,2072,4210,0.745
Existing Customer,3,Less than $40K,Blue,33,3794,7872,0.407
Existing Customer,2,$40K - $60K,Blue,41,3150,3432,0.49
Existing Customer,4,Less than $40K,Blue,34,2484,3802,0.621
Existing Customer,3,Unknown,Blue,36,11975,1211,0.129
Existing Customer,3,$60K - $80K,Blue,26,5824,1801,0.265
Existing Customer,1,Unknown,Silver,48,34516,7443,0.045
Existing Customer,2,$80K - $120K,Blue,34,8823,1961,0.175
Existing Customer,3,$80K - $120K,Blue,33,16351,3475,0.094
Existing Customer,5,Less than $40K,Blue,42,3111,4570,0.495
Existing Customer,4,$60K - $80K,Blue,41,2405,1087,0.64
Existing Customer,1,$80K - $120K,Blue,52,10378,1306,0.148
Existing Customer,4,$40K - $60K,Blue,26,3038,2189,0.507
Existing Customer,2,$80K - $120K,Blue,29,5346,2283,0.288
Existing Customer,0,Unknown,Blue,52,9050,1542,0.17
Existing Customer,2,$40K - $60K,Blue,19,2907,4390,0.529
Existing Customer,2,$120K +,Blue,50,10916,1592,0.141
Existing Customer,2,Less than $40K,Blue,45,1942,1371,0.791
Existing Customer,2,Less than $40K,Blue,45,8353,4200,0.184
Attrited Customer,3,$80K - $120K,Blue,46,23240,9441,0.066
Existing Customer,2,Unknown,Blue,25,3193,4419,0.48
Existing Customer,3,$40K - $60K,Silver,36,16199,8150,0.095
Existing Customer,2,$40K - $60K,Blue,46,5073,13420,0.302
Existing Customer,3,$60K - $80K,Blue,38,21304,1770,0.072
Existing Customer,5,$60K - $80K,Blue,36,5159,1826,0.297
Existing Customer,3,$80K - $120K,Platinum,41,34516,1156,0.044
Attrited Customer,0,Less than $40K,Blue,56,1931,2288,0.793
Existing Customer,1,$40K - $60K,Blue,43,4426,1231,0.346
Existing Customer,2,Less than $40K,Blue,44,6256,1629,0.245
Existing Customer,3,$120K +,Blue,50,3205,2126,0.477
Existing Customer,4,Less than $40K,Blue,36,3021,4105,0.506
Existing Customer,1,$80K - $120K,Blue,15,3371,13432,0.454
Existing Customer,2,$60K - $80K,Silver,33,34516,13940,0.044
Existing Customer,2,$40K - $60K,Blue,36,1854,1307,0.824
Existing Customer,4,$80K - $120K,Blue,36,25428,13360,0.06
Existing Customer,2,$120K +,Silver,42,34516,1268,0.044
Existing Customer,2,$40K - $60K,Blue,24,2655,1921,0.575
Existing Customer,3,$80K - $120K,Blue,44,16794,4040,0.091
Existing Customer,1,Less than $40K,Blue,23,2207,4159,0.692
Existing Customer,2,$120K +,Blue,47,29695,4109,0.051
Existing Customer,2,$80K - $120K,Blue,36,14164,3749,0.108
Existing Customer,4,$60K - $80K,Blue,43,6519,4495,0.234
Existing Customer,5,$60K - $80K,Blue,36,3275,14830,0.466
Existing Customer,3,Unknown,Blue,28,18570,3999,0.082
Existing Customer,3,$40K - $60K,Blue,34,1963,3492,0.776
Existing Customer,4,Less than $40K,Blue,27,3751,1060,0.405
Existing Customer,3,Unknown,Blue,36,16547,1782,0.092
Existing Customer,1,$40K - $60K,Blue,50,1843,4729,0.825
Existing Customer,3,$40K - $60K,Silver,33,16928,3355,0.09
Existing Customer,3,Less than $40K,Blue,36,1776,4295,0.855
Existing Customer,2,Less than $40K,Blue,28,3525,13625,0.431
Attrited Customer,2,Less than $40K,Blue,45,1981,973,0.766
Existing Customer,2,Less than $40K,Blue,35,2793,3485,0.543
Existing Customer,4,$80K - $120K,Blue,36,1963,4150,0.772
Existing Customer,1,Unknown,Blue,38,6182,3801,0.245
Existing Customer,1,$80K - $120K,Blue,36,4765,7380,0.318
Existing Customer,4,$80K - $120K,Silver,38,34516,1293,0.044
Existing Customer,2,$80K - $120K,Blue,36,5272,1289,0.287
Existing Customer,1,Less than $40K,Blue,36,1868,2229,0.811
Existing Customer,1,$60K - $80K,Blue,26,23447,2834,0.065
Existing Customer,2,$40K - $60K,Blue,45,2658,1627,0.57
Existing Customer,2,$40K - $60K,Blue,43,9559,4064,0.158
Existing Customer,1,Less than $40K,Blue,43,2559,4117,0.592
Existing Customer,1,$120K +,Silver,45,34516,7333,0.044
Existing Customer,3,$40K - $60K,Silver,44,19853,1878,0.076
Existing Customer,2,$40K - $60K,Blue,44,4439,4532,0.341
Existing Customer,4,$120K +,Blue,40,6383,4985,0.237
Existing Customer,2,Less than $40K,Blue,30,4408,4495,0.343
Existing Customer,3,$80K - $120K,Blue,39,18352,1454,0.082
Existing Customer,3,Less than $40K,Blue,36,2359,5232,0.64
Existing Customer,0,Less than $40K,Blue,28,8798,8020,0.172
Existing Customer,4,$40K - $60K,Blue,41,4268,14351,0.354
Existing Customer,3,Less than $40K,Blue,39,2991,3734,0.504
Existing Customer,2,$40K - $60K,Silver,28,16903,3819,0.089
Existing Customer,4,Less than $40K,Blue,25,2129,3655,0.708
Attrited Customer,3,Less than $40K,Blue,30,4579,1915,0.329
Attrited Customer,3,Less than $40K,Blue,40,2897,2214,0.52
Existing Customer,2,Less than $40K,Blue,36,1588,4660,0.948
Existing Customer,2,Unknown,Blue,32,8365,4778,0.18
Existing Customer,3,$80K - $120K,Blue,36,20434,13280,0.074
Existing Customer,1,$60K - $80K,Blue,25,7984,1734,0.188
Existing Customer,2,Less than $40K,Blue,20,2715,4177,0.554
Existing Customer,4,$60K - $80K,Blue,28,3126,3662,0.481
Existing Customer,3,$60K - $80K,Silver,35,25219,4429,0.06
Existing Customer,3,Less than $40K,Blue,27,6954,7510,0.216
Existing Customer,4,$40K - $60K,Blue,42,2822,4344,0.532
Existing Customer,2,$80K - $120K,Blue,29,9959,8505,0.151
Existing Customer,0,Unknown,Blue,36,4377,3900,0.343
Existing Customer,2,Less than $40K,Blue,34,5371,3282,0.279
Existing Customer,4,$60K - $80K,Blue,26,3035,4275,0.494
Existing Customer,4,Unknown,Blue,29,12716,2412,0.118
Existing Customer,2,$80K - $120K,Blue,36,15279,2079,0.098
Existing Customer,0,Less than $40K,Blue,56,3252,1227,0.46
Existing Customer,2,$40K - $60K,Blue,36,3877,1942,0.386
Existing Customer,2,Unknown,Blue,42,10514,4949,0.142
Existing Customer,1,$80K - $120K,Blue,41,2915,4235,0.513
Existing Customer,1,Less than $40K,Platinum,35,15987,8438,0.093
Existing Customer,2,Less than $40K,Blue,25,4701,1679,0.317
Existing Customer,5,Less than $40K,Blue,38,2144,3859,0.696
Existing Customer,0,$60K - $80K,Blue,26,5478,2456,0.272
Existing Customer,4,$40K - $60K,Blue,37,10800,3966,0.138
Existing Customer,2,Less than $40K,Blue,34,2406,4625,0.62
Existing Customer,0,$80K - $120K,Blue,47,26812,14838,0.056
Existing Customer,2,Less than $40K,Blue,36,2154,3664,0.692
Existing Customer,2,Less than $40K,Blue,36,2370,4751,0.629
Existing Customer,5,$80K - $120K,Blue,41,5275,4213,0.282
Existing Customer,4,$40K - $60K,Blue,36,2502,3763,0.595
Existing Customer,1,Less than $40K,Blue,20,3095,4642,0.481
Existing Customer,1,Less than $40K,Blue,36,2347,3977,0.634
Existing Customer,4,$120K +,Platinum,34,34516,7281,0.043
Existing Customer,3,$80K - $120K,Blue,36,18085,1582,0.082
Existing Customer,1,Less than $40K,Blue,23,1879,5202,0.791
Existing Customer,3,Less than $40K,Blue,47,2516,3987,0.591
Existing Customer,1,Less than $40K,Blue,40,5157,4417,0.288
Existing Customer,1,$80K - $120K,Silver,36,34516,16373,0.043
Existing Customer,0,Less than $40K,Blue,25,2061,2400,0.72
Existing Customer,3,Less than $40K,Blue,36,4959,4286,0.299
Existing Customer,0,Less than $40K,Blue,36,3604,4576,0.411
Existing Customer,0,$40K - $60K,Blue,19,13632,2168,0.109
Existing Customer,3,Unknown,Blue,30,8696,2847,0.17
Existing Customer,3,$40K - $60K,Blue,36,3417,3651,0.434
Existing Customer,1,$60K - $80K,Blue,38,2387,3909,0.621
Existing Customer,1,Less than $40K,Blue,36,3069,4351,0.483
Existing Customer,5,$60K - $80K,Blue,30,5826,4135,0.254
Existing Customer,4,$80K - $120K,Blue,40,4047,16191,0.366
Existing Customer,3,$40K - $60K,Blue,26,5848,8417,0.253
Existing Customer,2,Less than $40K,Blue,44,2027,1702,0.73
Existing Customer,1,Unknown,Blue,27,3647,2271,0.406
Existing Customer,1,$80K - $120K,Blue,45,1854,3292,0.798
Existing Customer,4,$40K - $60K,Blue,39,2477,5138,0.597
Existing Customer,0,$40K - $60K,Blue,49,2228,4431,0.664
Existing Customer,1,$40K - $60K,Blue,47,6605,2017,0.224
Existing Customer,3,Less than $40K,Blue,36,2143,4404,0.69
Existing Customer,1,$80K - $120K,Blue,36,34516,2395,0.043
Attrited Customer,2,$120K +,Blue,36,34516,1868,0.043
Existing Customer,2,$80K - $120K,Blue,27,9959,2760,0.148
Existing Customer,2,$80K - $120K,Blue,18,2172,2447,0.679
Existing Customer,3,$60K - $80K,Blue,26,24534,3505,0.06
Existing Customer,3,Less than $40K,Blue,47,3351,4294,0.44
Existing Customer,2,$40K - $60K,Gold,31,3735,15039,0.395
Existing Customer,2,$80K - $120K,Silver,48,34516,4254,0.043
Attrited Customer,3,$80K - $120K,Blue,17,4116,8667,0.358
Existing Customer,3,$60K - $80K,Blue,32,7154,3607,0.206
Existing Customer,2,Unknown,Blue,43,7791,13945,0.189
Existing Customer,1,$40K - $60K,Blue,36,8998,1931,0.163
Existing Customer,2,Less than $40K,Blue,30,1924,3521,0.765
Existing Customer,2,$60K - $80K,Blue,34,6401,4465,0.23
Existing Customer,2,Less than $40K,Blue,38,2911,4450,0.505
Existing Customer,2,$120K +,Blue,41,18442,1281,0.08
Existing Customer,2,Less than $40K,Blue,20,9761,14334,0.151
Existing Customer,0,Less than $40K,Blue,53,4830,3365,0.304
Existing Customer,1,$80K - $120K,Blue,45,4145,1238,0.354
Existing Customer,0,Less than $40K,Blue,38,4096,3490,0.358
Existing Customer,0,Unknown,Blue,56,5585,1787,0.262
Existing Customer,1,Unknown,Blue,19,1709,1757,0.857
Existing Customer,2,Less than $40K,Blue,34,5242,4098,0.279
Existing Customer,3,Less than $40K,Blue,48,3603,14235,0.407
Existing Customer,0,$120K +,Gold,47,34516,7690,0.042
Existing Customer,4,Less than $40K,Blue,43,2357,4534,0.62
Existing Customer,3,$40K - $60K,Blue,32,12219,3843,0.12
Attrited Customer,1,$40K - $60K,Blue,36,6893,4782,0.212
Existing Customer,0,$40K - $60K,Blue,21,2621,2718,0.557
Existing Customer,3,$80K - $120K,Silver,39,34516,3416,0.042
Existing Customer,1,Less than $40K,Blue,47,3845,14432,0.38
Existing Customer,1,$80K - $120K,Blue,42,17764,2750,0.082
Existing Customer,1,Less than $40K,Blue,28,1690,3928,0.863
Existing Customer,2,$120K +,Blue,36,3383,4897,0.431
Existing Customer,4,Less than $40K,Blue,39,7128,3534,0.204
Existing Customer,3,Unknown,Blue,33,7951,4452,0.183
Existing Customer,3,$60K - $80K,Blue,33,9382,3412,0.155
Existing Customer,3,$120K +,Blue,36,3742,5326,0.389
Existing Customer,3,$120K +,Silver,36,34516,4147,0.042
Attrited Customer,2,$80K - $120K,Blue,33,8004,1084,0.181
Existing Customer,2,Less than $40K,Silver,15,13882,2685,0.105
Existing Customer,4,$120K +,Blue,34,17818,3973,0.081
Existing Customer,4,Less than $40K,Blue,39,7353,2005,0.197
Existing Customer,1,$60K - $80K,Silver,53,25502,4323,0.057
Existing Customer,4,$80K - $120K,Blue,36,2262,4116,0.641
Existing Customer,0,Less than $40K,Blue,36,4548,14330,0.319
Existing Customer,1,$80K - $120K,Blue,32,10130,4002,0.143
Attrited Customer,4,$80K - $120K,Blue,44,9524,7527,0.152
Existing Customer,3,Unknown,Blue,38,2002,3406,0.723
Existing Customer,4,$80K - $120K,Blue,36,32733,3452,0.044
Existing Customer,2,$120K +,Blue,40,14646,8160,0.099
Existing Customer,2,$40K - $60K,Blue,41,2771,1706,0.522
Existing Customer,1,Less than $40K,Blue,43,3382,4854,0.428
Attrited Customer,4,$40K - $60K,Blue,34,4152,2218,0.348
Existing Customer,5,Unknown,Blue,37,2467,5024,0.586
Existing Customer,3,Less than $40K,Blue,26,4331,2053,0.334
Existing Customer,4,$120K +,Blue,37,6953,3700,0.208
Existing Customer,1,$40K - $60K,Blue,43,4450,1326,0.324
Existing Customer,2,$120K +,Silver,39,34516,16392,0.042
Existing Customer,2,$60K - $80K,Blue,42,7261,14533,0.199
Existing Customer,2,$120K +,Blue,32,34516,7168,0.042
Existing Customer,0,$40K - $60K,Blue,36,4023,12510,0.357
Existing Customer,1,$40K - $60K,Blue,27,13100,3201,0.11
Existing Customer,3,$120K +,Blue,35,14028,3683,0.102
Existing Customer,2,Unknown,Blue,38,16592,7642,0.086
Existing Customer,4,$80K - $120K,Silver,36,34516,15584,0.042
Existing Customer,0,$80K - $120K,Blue,34,20231,5002,0.071
Existing Customer,2,Unknown,Blue,26,3269,4672,0.439
Existing Customer,3,$40K - $60K,Blue,43,1753,4588,0.818
Existing Customer,1,$40K - $60K,Blue,41,2885,1170,0.497
Existing Customer,2,$80K - $120K,Silver,45,34516,1966,0.042
Existing Customer,1,Unknown,Blue,36,2279,4169,0.628
Existing Customer,0,Unknown,Blue,46,13623,4534,0.105
Existing Customer,3,Less than $40K,Silver,34,13609,7796,0.105
Existing Customer,2,$80K - $120K,Blue,28,22399,2390,0.064
Existing Customer,0,Less than $40K,Blue,19,2827,1608,0.506
Existing Customer,1,Unknown,Blue,36,6968,4037,0.205
Existing Customer,1,Unknown,Blue,41,9352,3536,0.153
Existing Customer,2,$120K +,Blue,40,10984,7850,0.13
Attrited Customer,0,Less than $40K,Blue,15,1442,1134,0.99
Existing Customer,2,Less than $40K,Blue,40,1960,3782,0.729
Existing Customer,3,$40K - $60K,Blue,24,5156,2057,0.277
Existing Customer,3,$80K - $120K,Blue,34,1864,3833,0.766
Existing Customer,3,Unknown,Blue,36,8729,5347,0.163
Existing Customer,5,$120K +,Blue,31,34516,3699,0.041
Existing Customer,2,Less than $40K,Blue,42,3495,4466,0.408
Existing Customer,2,$40K - $60K,Blue,25,9121,4112,0.156
Existing Customer,4,$80K - $120K,Gold,38,34516,4814,0.041
Existing Customer,3,$60K - $80K,Blue,36,20811,1483,0.068
Existing Customer,3,$80K - $120K,Blue,31,3797,2555,0.375
Existing Customer,2,$40K - $60K,Blue,47,5579,1514,0.255
Existing Customer,2,Unknown,Blue,32,7966,3780,0.179
Existing Customer,2,Less than $40K,Blue,40,6174,2043,0.23
Existing Customer,1,Less than $40K,Blue,36,9239,2246,0.154
Existing Customer,3,$60K - $80K,Silver,32,28397,1635,0.05
Existing Customer,2,$120K +,Platinum,36,34516,14465,0.041
Existing Customer,2,$40K - $60K,Blue,45,6331,3527,0.224
Existing Customer,4,Unknown,Blue,36,23939,14812,0.059
Existing Customer,3,$40K - $60K,Blue,39,9432,1319,0.15
Existing Customer,3,Less than $40K,Silver,36,11533,4038,0.123
Existing Customer,3,$40K - $60K,Blue,28,4464,3870,0.318
Existing Customer,1,Unknown,Blue,52,10133,1068,0.14
Existing Customer,2,$120K +,Silver,51,34516,4303,0.041
Existing Customer,3,$80K - $120K,Blue,38,12935,3528,0.11
Existing Customer,3,Less than $40K,Blue,24,2171,4992,0.652
Existing Customer,4,Less than $40K,Blue,39,2202,4531,0.642
Existing Customer,3,$80K - $120K,Blue,22,29898,3883,0.047
Existing Customer,0,$60K - $80K,Blue,51,5504,1290,0.257
Existing Customer,2,Less than $40K,Blue,43,2927,1474,0.482
Existing Customer,1,Unknown,Blue,36,12265,7470,0.115
Existing Customer,4,$120K +,Gold,36,34516,8007,0.041
Existing Customer,4,$80K - $120K,Blue,49,3038,1762,0.464
Existing Customer,1,$40K - $60K,Blue,53,1980,5350,0.712
Existing Customer,1,$40K - $60K,Silver,20,16496,16715,0.085
Existing Customer,1,$40K - $60K,Blue,54,1848,4757,0.762
Existing Customer,2,Unknown,Blue,44,2599,8061,0.541
Existing Customer,4,$60K - $80K,Blue,34,2369,3034,0.593
Existing Customer,3,$40K - $60K,Blue,36,5987,4011,0.235
Existing Customer,1,Unknown,Blue,50,3359,4871,0.418
Existing Customer,3,$40K - $60K,Blue,34,1913,7265,0.734
Existing Customer,3,Unknown,Blue,23,2161,4389,0.65
Existing Customer,4,Unknown,Blue,42,16998,13977,0.083
Existing Customer,1,Less than $40K,Blue,43,2569,1456,0.546
Existing Customer,3,Less than $40K,Blue,33,5677,2730,0.247
Existing Customer,4,$60K - $80K,Blue,36,3117,4391,0.449
Existing Customer,2,$60K - $80K,Blue,33,2458,1563,0.569
Existing Customer,2,$40K - $60K,Blue,43,2222,3960,0.629
Existing Customer,5,Less than $40K,Blue,37,2541,4698,0.55
Existing Customer,0,Less than $40K,Blue,24,3827,2491,0.365
Existing Customer,0,Less than $40K,Blue,56,2174,1755,0.643
Existing Customer,0,$60K - $80K,Silver,27,29081,1538,0.048
Existing Customer,3,Less than $40K,Blue,36,3685,3016,0.379
Existing Customer,3,Unknown,Blue,27,2425,4568,0.576
Existing Customer,2,$60K - $80K,Blue,34,17646,15527,0.079
Existing Customer,2,Less than $40K,Blue,32,2524,1800,0.553
Existing Customer,1,$40K - $60K,Blue,49,2604,4498,0.536
Existing Customer,0,$40K - $60K,Blue,13,3870,1588,0.36
Existing Customer,3,Less than $40K,Blue,36,2227,1972,0.626
Existing Customer,4,Less than $40K,Blue,24,2069,4962,0.673
Existing Customer,5,Less than $40K,Blue,31,2153,4268,0.647
Existing Customer,1,$40K - $60K,Blue,32,6629,3891,0.21
Existing Customer,1,Unknown,Blue,43,3161,1547,0.439
Existing Customer,3,$40K - $60K,Blue,39,1844,5056,0.753
Existing Customer,4,$80K - $120K,Blue,46,25736,7209,0.054
Existing Customer,4,$60K - $80K,Blue,30,7712,1597,0.18
Existing Customer,2,$80K - $120K,Blue,47,2092,1468,0.663
Existing Customer,2,Less than $40K,Blue,43,2019,1689,0.687
Existing Customer,5,Unknown,Blue,36,3167,4587,0.438
Existing Customer,2,$80K - $120K,Blue,36,4728,4077,0.293
Existing Customer,2,$80K - $120K,Blue,30,18578,1606,0.075
Existing Customer,2,$60K - $80K,Silver,48,34516,3807,0.04
Attrited Customer,4,$60K - $80K,Blue,20,3940,3257,0.351
Existing Customer,1,Less than $40K,Blue,40,4170,4532,0.332
Existing Customer,3,Unknown,Blue,42,5884,4477,0.235
Attrited Customer,3,$120K +,Blue,38,8249,678,0.167
Existing Customer,0,Less than $40K,Blue,31,2684,2002,0.515
Existing Customer,4,$80K - $120K,Blue,36,18102,1486,0.076
Attrited Customer,3,$40K - $60K,Blue,34,1585,2360,0.871
Existing Customer,2,$40K - $60K,Blue,53,2019,2005,0.684
Existing Customer,4,$120K +,Silver,36,34516,2163,0.04
Existing Customer,2,$60K - $80K,Blue,42,16727,3511,0.083
Existing Customer,2,$60K - $80K,Blue,37,2749,3882,0.502
Existing Customer,3,Less than $40K,Blue,31,4985,4222,0.277
Existing Customer,4,Less than $40K,Blue,41,8693,1594,0.159
Existing Customer,0,Less than $40K,Silver,36,12547,3360,0.11
Existing Customer,4,$40K - $60K,Silver,40,18072,8199,0.076
Existing Customer,4,Less than $40K,Blue,26,2002,2411,0.688
Existing Customer,3,$80K - $120K,Blue,36,22243,3200,0.062
Existing Customer,4,$120K +,Blue,36,17606,8104,0.078
Existing Customer,1,$40K - $60K,Blue,49,1443,1991,0.953
Existing Customer,2,Unknown,Blue,38,2792,4364,0.492
Existing Customer,2,Unknown,Blue,44,8204,4727,0.168
Existing Customer,1,$40K - $60K,Blue,46,14784,1197,0.093
Existing Customer,2,$40K - $60K,Blue,37,2335,4267,0.588
Existing Customer,1,$60K - $80K,Blue,27,2276,4159,0.603
Existing Customer,1,$60K - $80K,Blue,36,9090,4422,0.151
Existing Customer,3,Less than $40K,Blue,23,2211,4359,0.62
Existing Customer,3,$40K - $60K,Blue,32,2142,4424,0.639
Existing Customer,2,$80K - $120K,Blue,37,34516,7745,0.04
Existing Customer,3,$60K - $80K,Blue,36,22919,3752,0.06
Existing Customer,4,$60K - $80K,Blue,32,11651,3870,0.117
