Visitor_Age,Visitor_Gender,Visitor_Nationality,Travel_Purpose,Group_Size,Accommodation_Type,Length_of_Stay_Days,Room_Type,Booking_Channel,Daily_Spending_SGD,Accommodation_Cost_SGD,Satisfaction_Rating,Service_Quality_Rating,Likelihood_to_Return,Visit_Date,Departure_Date,Season,Travel_With_Children,Special_Requests,Previous_Visits
49,Male,Others,Visiting Friends/Relatives,8,Hotel,21,Deluxe,Online,312.06,6553.26,4.9,3.9,None,2023-11-04,2023-11-25 00:00:00,Peak,No,No,3
67,Female,Indian,Business,2,Hostel,4,Standard,Travel Agency,937.86,3751.44,2,3,Moderate,2023-11-05,2023-11-09 00:00:00,Peak,No,No,4
26,Male,British,Visiting Friends/Relatives,5,Private Home,24,Deluxe,Online,577.53,13860.72,1.7,1.7,High,2023-11-06,2023-11-30 00:00:00,Peak,No,Yes,4
61,Female,Indian,Transit,1,Serviced Apartment,13,Deluxe,Direct Booking,286.98,3730.74,2.7,2.4,None,2023-11-07,2023-11-20 00:00:00,Off-Peak,Yes,Yes,0
35,Female,American,Visiting Friends/Relatives,6,Hotel,19,Suite,Travel Agency,301.7,5732.3,4.5,2.7,None,2023-11-08,2023-11-27 00:00:00,Off-Peak,Yes,Yes,0
74,Female,American,Leisure,6,Private Home,16,Suite,Online,922.51,14760.16,3.7,4.8,High,2023-11-09,2023-11-25 00:00:00,Peak,Yes,No,4
38,Male,American,Transit,1,Private Home,24,Deluxe,Direct Booking,644.53,15468.72,2.9,4.8,Low,2023-11-10,2023-12-04 00:00:00,Peak,No,Yes,0
77,Male,Others,Leisure,5,Hostel,14,Suite,Online,288.71,4041.94,4.7,3,High,2023-11-11,2023-11-25 00:00:00,Peak,No,No,3
63,Female,Chinese,Visiting Friends/Relatives,9,Others,20,Deluxe,Online,712.36,14247.2,4.6,1.4,Low,2023-11-12,2023-12-02 00:00:00,Peak,No,Yes,0
22,Male,British,Transit,1,Private Home,24,Suite,Travel Agency,103.24,2477.76,1.7,1.6,None,2023-11-13,2023-12-07 00:00:00,Peak,Yes,Yes,3
35,Female,Australian,Transit,4,Hotel,4,Suite,Travel Agency,770.22,3080.88,4.9,2.2,None,2023-11-15,2023-11-19 00:00:00,Peak,No,No,4
51,Female,Chinese,Leisure,8,Hotel,16,Suite,Direct Booking,69.71,1115.36,4.3,4.6,Moderate,2023-11-16,2023-12-02 00:00:00,Peak,No,Yes,1
58,Male,American,Business,7,Serviced Apartment,14,Standard,Travel Agency,246.18,3446.52,2.2,1.6,High,2023-11-17,2023-12-01 00:00:00,Off-Peak,No,Yes,4
22,Female,Chinese,Leisure,4,Hotel,12,Suite,Online,991.77,11901.24,1.7,1.9,High,2023-11-18,2023-11-30 00:00:00,Off-Peak,Yes,No,0
58,Female,British,Visiting Friends/Relatives,6,Serviced Apartment,18,Suite,Online,493.97,8891.46,2.9,2.6,None,2023-11-19,2023-12-07 00:00:00,Off-Peak,Yes,Yes,2
21,Female,Others,Leisure,8,Hostel,24,Suite,Online,100.31,2407.44,3.3,4.9,High,2023-11-20,2023-12-14 00:00:00,Peak,No,No,2
37,Female,Indian,Leisure,3,Serviced Apartment,16,Standard,Travel Agency,409.88,6558.08,3.3,2,Moderate,2023-11-21,2023-12-07 00:00:00,Peak,Yes,No,0
66,Male,British,Visiting Friends/Relatives,5,Private Home,18,Deluxe,Travel Agency,531.32,9563.76,2.5,4.4,Low,2023-11-22,2023-12-10 00:00:00,Peak,No,No,0
79,Female,Others,Leisure,2,Private Home,28,Standard,Direct Booking,121.52,3402.56,2.4,3.1,Moderate,2023-11-23,2023-12-21 00:00:00,Off-Peak,No,No,2
28,Female,British,Transit,3,Hostel,1,Standard,Online,915.34,915.34,2.6,2,Low,2023-11-24,2023-11-25 00:00:00,Peak,Yes,No,2
66,Male,Indian,Leisure,7,Hotel,18,Standard,Travel Agency,808.13,14546.34,4.3,2,None,2023-11-25,2023-12-13 00:00:00,Off-Peak,Yes,No,2
33,Female,Chinese,Leisure,4,Hotel,22,Deluxe,Online,739.58,16270.76,2.8,2.9,High,2023-11-27,2023-12-19 00:00:00,Peak,No,No,3
60,Female,American,Leisure,8,Hostel,21,Deluxe,Travel Agency,829.73,17424.33,4.6,1.1,High,2023-11-28,2023-12-19 00:00:00,Peak,No,No,3
29,Male,Others,Business,9,Others,5,Suite,Direct Booking,548.88,2744.4,4.5,2.7,Moderate,2023-11-29,2023-12-04 00:00:00,Off-Peak,Yes,No,4
72,Female,American,Business,6,Others,8,Standard,Online,413.44,3307.52,2.5,4.2,Low,2023-11-30,2023-12-08 00:00:00,Off-Peak,Yes,No,1
47,Male,Australian,Transit,2,Hostel,18,Suite,Direct Booking,232.96,4193.28,3.5,4.9,None,2023-12-01,2023-12-19 00:00:00,Peak,No,Yes,4
21,Female,Chinese,Transit,2,Serviced Apartment,17,Standard,Travel Agency,941.78,16010.26,3.5,4.6,High,2023-12-02,2023-12-19 00:00:00,Off-Peak,Yes,Yes,2
40,Female,Australian,Transit,8,Hostel,24,Standard,Direct Booking,477.21,11453.04,4.3,2.3,None,2023-12-03,2023-12-27 00:00:00,Peak,Yes,Yes,4
46,Male,Indian,Business,9,Serviced Apartment,24,Deluxe,Travel Agency,271.55,6517.2,4.4,2.7,High,2023-12-04,2023-12-28 00:00:00,Peak,Yes,No,0
70,Female,Australian,Business,4,Hotel,16,Deluxe,Online,502.3,8036.8,2.2,4.7,High,2023-12-05,2023-12-21 00:00:00,Off-Peak,No,No,4
42,Male,Chinese,Visiting Friends/Relatives,2,Others,12,Deluxe,Online,194.25,2331,3.1,2,None,2023-12-06,2023-12-18 00:00:00,Peak,Yes,No,2
61,Male,American,Visiting Friends/Relatives,9,Hostel,18,Standard,Travel Agency,974.93,17548.74,2.7,3.7,Low,2023-12-08,2023-12-26 00:00:00,Off-Peak,Yes,No,3
32,Male,Others,Leisure,7,Hostel,6,Deluxe,Travel Agency,617.45,3704.7,3.4,1.6,High,2023-12-09,2023-12-15 00:00:00,Off-Peak,No,No,1
55,Female,Indian,Leisure,5,Others,7,Standard,Travel Agency,296.02,2072.14,1.3,2.2,None,2023-12-10,2023-12-17 00:00:00,Off-Peak,Yes,No,0
38,Male,Australian,Business,5,Others,29,Deluxe,Direct Booking,446.46,12947.34,3.8,4.5,High,2023-12-11,2024-01-09 00:00:00,Peak,Yes,No,3
58,Male,British,Leisure,3,Hotel,24,Standard,Online,537.04,12888.96,1.2,2.5,Low,2023-12-12,2024-01-05 00:00:00,Peak,Yes,Yes,1
25,Female,Others,Leisure,5,Private Home,20,Standard,Travel Agency,574.86,11497.2,3.9,4.8,Moderate,2023-12-13,2024-01-02 00:00:00,Off-Peak,Yes,No,2
73,Female,Indian,Transit,8,Private Home,18,Suite,Online,999.86,17997.48,4.6,3.2,High,2023-12-14,2024-01-01 00:00:00,Off-Peak,Yes,No,1
69,Female,Indian,Transit,1,Serviced Apartment,28,Suite,Direct Booking,330.56,9255.68,2.3,3.1,High,2023-12-15,2024-01-12 00:00:00,Off-Peak,Yes,No,0
55,Female,British,Transit,9,Private Home,11,Suite,Direct Booking,92.68,1019.48,3.6,4.3,None,2023-12-16,2023-12-27 00:00:00,Off-Peak,No,No,4
53,Male,Chinese,Visiting Friends/Relatives,1,Hotel,21,Deluxe,Online,631.89,13269.69,3,1.3,None,2023-12-17,2024-01-07 00:00:00,Peak,No,Yes,3
32,Female,American,Visiting Friends/Relatives,9,Others,4,Standard,Online,186.13,744.52,3.8,1.3,None,2023-12-18,2023-12-22 00:00:00,Peak,No,Yes,2
53,Male,British,Business,1,Serviced Apartment,18,Standard,Travel Agency,627.75,11299.5,2.7,3.4,Low,2023-12-20,2024-01-07 00:00:00,Off-Peak,No,Yes,1
74,Male,American,Business,9,Serviced Apartment,4,Suite,Travel Agency,328.46,1313.84,3.4,4.2,Moderate,2023-12-21,2023-12-25 00:00:00,Peak,No,Yes,2
70,Male,American,Business,9,Hostel,24,Deluxe,Direct Booking,276.77,6642.48,3,3.1,Moderate,2023-12-22,2024-01-15 00:00:00,Peak,Yes,No,4
79,Female,British,Business,4,Hotel,13,Deluxe,Direct Booking,907.42,11796.46,1.1,3.7,None,2023-12-23,2024-01-05 00:00:00,Off-Peak,No,No,0
41,Male,British,Transit,4,Hotel,20,Deluxe,Travel Agency,448.24,8964.8,2.1,4.7,None,2023-12-24,2024-01-13 00:00:00,Off-Peak,No,No,4
68,Male,Chinese,Transit,9,Others,15,Standard,Direct Booking,871.11,13066.65,2.7,1.1,None,2023-12-25,2024-01-09 00:00:00,Peak,Yes,Yes,2
25,Male,Australian,Leisure,1,Others,27,Suite,Travel Agency,833.16,22495.32,2.4,4.6,High,2023-12-26,2024-01-22 00:00:00,Peak,No,No,3
39,Male,Others,Leisure,7,Others,11,Deluxe,Online,274.25,3016.75,3.3,2.3,High,2023-12-27,2024-01-07 00:00:00,Off-Peak,No,No,3
69,Female,Others,Leisure,2,Others,8,Suite,Direct Booking,70.77,566.16,2.5,5,Moderate,2023-12-28,2024-01-05 00:00:00,Off-Peak,Yes,No,3
64,Male,Others,Leisure,1,Serviced Apartment,18,Standard,Direct Booking,745.73,13423.14,4.3,3.2,None,2023-12-29,2024-01-16 00:00:00,Off-Peak,No,No,3
33,Male,Others,Transit,7,Serviced Apartment,25,Suite,Direct Booking,106.18,2654.5,4.6,4.9,Moderate,2023-12-31,2024-01-25 00:00:00,Off-Peak,No,Yes,0
