Transport_Mode,Vehicle_Type,Trip_Purpose,Trip_Duration_Minutes,Distance_Km,Start_Time,End_Time,Passenger_Age,Gender,Nationality,Trip_Cost_SGD,Payment_Method,Service_Rating,Traffic_Condition,CO2_Emissions_Kg,Frequent_User,Peak_Hour_Travel,Accessibility_Features_Needed,Incidents_Reported
Private Car,SUV,Shopping,15.28,23.07,2023-09-30 00:17:17,2023-09-30 00:32:34,76,Male,Indian,31.54,Card,1.3,Moderate,4.14,Yes,Yes,No,Yes
Train,Sedan,Business,104.73,40.81,2023-10-01 02:34:14,2023-10-01 04:18:58,48,Female,Indonesian,49.94,Cash,4.8,Moderate,6.28,Yes,No,Yes,No
Bus,Motorcycle,Commuting,38.1,2.83,2023-10-02 04:51:10,2023-10-02 05:29:16,46,Female,Malaysian,18.43,Mobile App,3.2,Moderate,3.57,No,Yes,Yes,Yes
Taxi,Motorcycle,Leisure,87.38,41.54,2023-10-03 07:08:06,2023-10-03 08:35:29,42,Female,Singaporean,48.93,Mobile App,2.3,Moderate,7.96,No,Yes,Yes,Yes
Private Car,Motorcycle,Others,91.03,14.67,2023-10-04 09:25:02,2023-10-04 10:56:04,49,Male,Others,20.74,Travel Pass,2.3,Light,4.64,No,No,No,Yes
Walk,Motorcycle,School,83.59,3.42,2023-10-05 11:41:58,2023-10-05 13:05:33,40,Female,Indonesian,44.28,Travel Pass,5,Heavy,2.73,No,Yes,Yes,No
Train,Electric Scooter,Leisure,32.87,32.83,2023-10-06 13:58:55,2023-10-06 14:31:47,21,Male,Singaporean,30.65,Travel Pass,4.5,Moderate,2.85,No,No,No,No
Bicycle,Motorcycle,Others,105.43,24.18,2023-10-07 16:15:51,2023-10-07 18:01:17,20,Male,Malaysian,39.95,Travel Pass,4,Light,8.93,No,No,No,No
Bus,Van,Leisure,22.3,43.63,2023-10-08 18:32:47,2023-10-08 18:55:05,73,Male,Indian,4.63,Mobile App,4.3,Light,0.71,Yes,Yes,No,No
Taxi,None,Leisure,25.09,7.21,2023-10-09 20:49:43,2023-10-09 21:14:48,48,Female,Singaporean,26.95,Card,3.9,Moderate,7.07,Yes,No,No,No
Train,Sedan,Others,101.99,20.94,2023-10-10 23:06:40,2023-10-11 00:48:39,66,Male,Malaysian,18.06,Travel Pass,1.4,Moderate,4.64,No,Yes,Yes,No
Bicycle,Van,Business,70.4,9.82,2023-10-12 01:23:36,2023-10-12 02:34:00,54,Male,Indonesian,16.57,Card,4.3,Moderate,4.42,No,No,No,No
Taxi,Sedan,Others,38.54,32.32,2023-10-13 03:40:32,2023-10-13 04:19:04,31,Male,Indonesian,7.78,Cash,3.7,Light,4.75,No,Yes,No,Yes
Walk,Electric Scooter,Others,43.88,9.71,2023-10-14 05:57:28,2023-10-14 06:41:21,77,Male,Indonesian,39.5,Card,3,Light,7.24,No,Yes,Yes,Yes
Private Car,Sedan,Business,112.73,24.16,2023-10-15 08:14:24,2023-10-15 10:07:08,62,Male,Malaysian,38.04,Travel Pass,2.9,Light,3.18,No,Yes,No,No
Train,Electric Scooter,Shopping,78.41,6.91,2023-10-16 10:31:21,2023-10-16 11:49:46,74,Female,Others,5.26,Mobile App,2.2,Heavy,8.76,No,No,Yes,Yes
Private Car,None,Business,80.51,9.24,2023-10-17 12:48:17,2023-10-17 14:08:48,23,Male,Others,1.72,Cash,1.3,Light,1,No,No,Yes,Yes
Walk,SUV,Business,30.63,1.71,2023-10-18 15:05:13,2023-10-18 15:35:51,78,Male,Malaysian,32.86,Card,1.3,Light,9.37,Yes,No,No,Yes
Train,Van,School,96,12.41,2023-10-19 17:22:09,2023-10-19 18:58:09,31,Female,Singaporean,29.01,Mobile App,4.5,Light,7.58,No,No,No,Yes
Walk,Sedan,Business,65.24,22.93,2023-10-20 19:39:05,2023-10-20 20:44:19,73,Male,Indian,38.88,Travel Pass,2.4,Heavy,2.35,Yes,No,Yes,Yes
Taxi,Sedan,Others,68.43,7.38,2023-10-21 21:56:02,2023-10-21 23:04:28,78,Male,Singaporean,26.58,Cash,2.9,Light,0.45,Yes,No,No,No
Private Car,SUV,Business,27.32,29.34,2023-10-23 00:12:58,2023-10-23 00:40:17,50,Male,Indian,25.8,Card,2.1,Light,0.87,Yes,No,Yes,No
Private Car,Van,Business,28.23,47.8,2023-10-24 02:29:54,2023-10-24 02:58:08,66,Male,Singaporean,27.98,Travel Pass,4.3,Heavy,5.91,Yes,No,Yes,No
Taxi,None,School,88.57,24.38,2023-10-25 04:46:50,2023-10-25 06:15:24,32,Female,Indonesian,16.33,Travel Pass,4.3,Light,2.66,No,No,No,Yes
Train,Motorcycle,Business,58.17,38.46,2023-10-26 07:03:47,2023-10-26 08:01:57,20,Female,Malaysian,47.85,Travel Pass,1.3,Light,8.7,No,No,Yes,No
Bus,Motorcycle,Business,31.38,7.67,2023-10-27 09:20:43,2023-10-27 09:52:06,51,Male,Malaysian,27.91,Travel Pass,1.7,Light,3.12,Yes,Yes,No,No
Bus,None,Commuting,109.91,22.38,2023-10-28 11:37:39,2023-10-28 13:27:34,79,Female,Others,36.41,Mobile App,3.7,Heavy,1.75,No,No,No,No
Walk,Van,Shopping,98.69,12.97,2023-10-29 13:54:35,2023-10-29 15:33:16,37,Female,Malaysian,25.41,Mobile App,4.2,Heavy,6.76,Yes,Yes,Yes,Yes
Bicycle,None,Business,99.7,22.3,2023-10-30 16:11:31,2023-10-30 17:51:13,42,Female,Singaporean,5.39,Mobile App,1.2,Light,7.09,No,No,Yes,Yes
Taxi,Electric Scooter,Commuting,41.59,33.57,2023-10-31 18:28:28,2023-10-31 19:10:03,69,Female,Malaysian,18.24,Card,4.1,Light,7.07,No,Yes,No,Yes
Taxi,Electric Scooter,Leisure,28.53,14.44,2023-11-01 20:45:24,2023-11-01 21:13:56,56,Male,Others,13.97,Card,2.4,Moderate,8.58,Yes,No,Yes,Yes
Bicycle,SUV,Others,31.26,6.53,2023-11-02 23:02:20,2023-11-02 23:33:36,45,Male,Singaporean,7.25,Card,3,Moderate,8.68,No,No,Yes,No
Taxi,Electric Scooter,Shopping,41.89,3.81,2023-11-04 01:19:16,2023-11-04 02:01:09,79,Male,Singaporean,14.22,Card,2.2,Moderate,6.34,Yes,No,No,Yes
Bus,Motorcycle,Business,108.08,1.62,2023-11-05 03:36:12,2023-11-05 05:24:17,62,Male,Malaysian,15.42,Card,2,Heavy,2.64,Yes,Yes,No,No
Bus,SUV,Others,92.99,32.91,2023-11-06 05:53:09,2023-11-06 07:26:08,23,Female,Singaporean,7.38,Card,1.1,Moderate,1.7,No,No,No,Yes
Taxi,Van,Others,106.29,7.6,2023-11-07 08:10:05,2023-11-07 09:56:22,19,Male,Indian,38.32,Cash,3.5,Moderate,6.32,No,No,No,No
Bicycle,Van,Others,29.65,44.62,2023-11-08 10:27:01,2023-11-08 10:56:40,20,Female,Malaysian,3.88,Mobile App,4.8,Heavy,9.5,Yes,No,No,No
Private Car,Sedan,Shopping,118.55,38.52,2023-11-09 12:43:57,2023-11-09 14:42:30,59,Female,Indonesian,15.71,Cash,2,Light,9.5,Yes,No,No,No
Taxi,None,Others,24.68,35.63,2023-11-10 15:00:54,2023-11-10 15:25:35,59,Female,Singaporean,32.84,Travel Pass,1.6,Moderate,6.54,Yes,Yes,No,No
Taxi,None,Others,51.47,4.84,2023-11-11 17:17:50,2023-11-11 18:09:18,38,Male,Malaysian,11.58,Cash,1.1,Light,8.28,Yes,No,Yes,No
Private Car,Sedan,Shopping,61.89,32.18,2023-11-12 19:34:46,2023-11-12 20:36:39,32,Male,Indian,49.62,Mobile App,3.1,Light,4.45,No,Yes,No,No
Walk,Electric Scooter,Business,23.65,15.68,2023-11-13 21:51:42,2023-11-13 22:15:21,25,Male,Others,13.21,Mobile App,3.7,Light,8.98,No,Yes,Yes,Yes
Walk,SUV,Shopping,8.97,32.16,2023-11-15 00:08:38,2023-11-15 00:17:36,45,Male,Malaysian,9.6,Card,2.3,Moderate,4.57,No,Yes,No,Yes
Taxi,None,Others,24.33,4.03,2023-11-16 02:25:35,2023-11-16 02:49:55,43,Male,Indonesian,10.8,Cash,1.4,Moderate,8.27,No,Yes,Yes,No
Bus,Sedan,Others,41.07,36.79,2023-11-17 04:42:31,2023-11-17 05:23:35,23,Male,Singaporean,30.18,Travel Pass,2.1,Light,0.74,No,No,Yes,Yes
Private Car,Van,Others,110.24,18.47,2023-11-18 06:59:27,2023-11-18 08:49:41,51,Male,Malaysian,33.9,Mobile App,4.8,Moderate,5.38,No,No,No,No
Train,Motorcycle,School,50.86,14.36,2023-11-19 09:16:23,2023-11-19 10:07:15,40,Female,Indonesian,27.58,Travel Pass,3,Moderate,2.56,Yes,Yes,Yes,No
Private Car,SUV,Leisure,63.67,41.9,2023-11-20 11:33:20,2023-11-20 12:37:00,38,Female,Singaporean,40.82,Card,2.5,Heavy,2.08,No,No,No,Yes
Taxi,Motorcycle,Shopping,92,11.8,2023-11-21 13:50:16,2023-11-21 15:22:16,79,Male,Indian,44.08,Travel Pass,4.3,Heavy,0.34,Yes,Yes,Yes,Yes
Taxi,Motorcycle,Others,38.17,20.16,2023-11-22 16:07:12,2023-11-22 16:45:22,18,Male,Indonesian,47.69,Mobile App,3.9,Light,4.31,No,No,Yes,Yes
Walk,None,Commuting,56.05,39.99,2023-11-23 18:24:08,2023-11-23 19:20:11,58,Female,Others,11.72,Cash,2.7,Light,2.66,No,No,Yes,Yes
Walk,Sedan,Commuting,105.62,4.22,2023-11-24 20:41:04,2023-11-24 22:26:41,39,Female,Others,35.9,Mobile App,1.1,Heavy,5.06,No,Yes,No,Yes
Walk,None,Others,44.33,34.22,2023-11-25 22:58:01,2023-11-25 23:42:21,71,Male,Indian,1.4,Travel Pass,3.9,Moderate,9.35,Yes,No,Yes,No
Bus,Electric Scooter,Business,75.61,39.92,2023-11-27 01:14:57,2023-11-27 02:30:34,76,Male,Singaporean,1.11,Mobile App,1.7,Light,6.04,No,No,Yes,No
Bicycle,Motorcycle,Commuting,68.32,36.25,2023-11-28 03:31:53,2023-11-28 04:40:12,59,Male,Malaysian,45.62,Travel Pass,4.9,Heavy,9.02,No,Yes,No,No
Walk,SUV,Commuting,43.11,14.72,2023-11-29 05:48:49,2023-11-29 06:31:56,36,Male,Others,38.65,Mobile App,3,Moderate,0.32,Yes,No,No,No
Taxi,SUV,Others,24.11,29.31,2023-11-30 08:05:45,2023-11-30 08:29:52,58,Female,Others,49.87,Card,1.6,Light,6.53,Yes,Yes,No,Yes
Bus,None,Commuting,23.78,3.68,2023-12-01 10:22:42,2023-12-01 10:46:29,52,Female,Indonesian,17.06,Card,1,Moderate,9.64,No,No,Yes,No
Bicycle,Sedan,Leisure,103.23,44.52,2023-12-02 12:39:38,2023-12-02 14:22:52,50,Female,Others,4.89,Card,4,Moderate,0.87,No,Yes,Yes,No
Taxi,SUV,Shopping,56.96,6.33,2023-12-03 14:56:34,2023-12-03 15:53:32,60,Female,Indonesian,2.18,Travel Pass,1.4,Heavy,0.39,No,No,No,No
Walk,Sedan,Leisure,39.4,6.49,2023-12-04 17:13:30,2023-12-04 17:52:54,47,Female,Indonesian,37.76,Travel Pass,3.2,Heavy,0.19,No,Yes,Yes,Yes
Private Car,Sedan,Shopping,75.36,16.83,2023-12-05 19:30:27,2023-12-05 20:45:49,23,Male,Singaporean,8.82,Mobile App,2.1,Light,2.42,No,No,No,Yes
Train,Motorcycle,Commuting,111.94,39.88,2023-12-06 21:47:23,2023-12-06 23:39:19,64,Male,Singaporean,8.28,Mobile App,4.2,Light,8.72,No,No,No,No
Private Car,Electric Scooter,Business,74.84,2,2023-12-08 00:04:19,2023-12-08 01:19:09,63,Female,Others,37.79,Mobile App,2.9,Heavy,3.09,Yes,Yes,No,No
Bus,SUV,Business,13.79,5.22,2023-12-09 02:21:15,2023-12-09 02:35:02,35,Male,Indian,18.75,Mobile App,2.1,Light,8.3,No,No,Yes,Yes
Bicycle,Sedan,Shopping,81.62,8.67,2023-12-10 04:38:11,2023-12-10 05:59:48,47,Male,Singaporean,43.43,Travel Pass,5,Moderate,1.75,Yes,No,Yes,Yes
Private Car,Motorcycle,Shopping,101.68,16.53,2023-12-11 06:55:08,2023-12-11 08:36:49,58,Female,Singaporean,38.59,Card,1.3,Moderate,7.01,Yes,Yes,Yes,Yes
Bus,Van,Leisure,54.02,35.01,2023-12-12 09:12:04,2023-12-12 10:06:05,73,Female,Others,39.02,Cash,4.7,Light,5.98,No,No,No,No
Train,Motorcycle,Commuting,88.15,7.82,2023-12-13 11:29:00,2023-12-13 12:57:09,61,Male,Singaporean,34.96,Mobile App,4.6,Light,9.45,Yes,Yes,Yes,Yes
Bus,Van,Leisure,68.98,1.84,2023-12-14 13:45:56,2023-12-14 14:54:55,40,Male,Singaporean,33.14,Mobile App,2.7,Heavy,7.65,No,Yes,No,No
Bicycle,Van,Shopping,45.23,23.61,2023-12-15 16:02:52,2023-12-15 16:48:06,44,Male,Indian,43.05,Card,1,Moderate,4.45,No,No,Yes,Yes
Train,SUV,Others,62.23,41.47,2023-12-16 18:19:49,2023-12-16 19:22:03,38,Male,Indian,8.61,Mobile App,4.6,Moderate,8.97,No,Yes,No,No
Taxi,SUV,Business,103.03,30.83,2023-12-17 20:36:45,2023-12-17 22:19:47,40,Male,Singaporean,38.56,Card,3.1,Light,9.38,Yes,Yes,Yes,Yes
Walk,Motorcycle,Leisure,100.65,36.89,2023-12-18 22:53:41,2023-12-19 00:34:20,56,Female,Indian,39.51,Card,4.4,Heavy,7.01,Yes,No,Yes,No
Bus,Van,Shopping,53.68,16.6,2023-12-20 01:10:37,2023-12-20 02:04:18,27,Male,Indian,16.61,Cash,4.9,Moderate,5.66,Yes,No,Yes,Yes
Private Car,Electric Scooter,Others,28.95,21.94,2023-12-21 03:27:34,2023-12-21 03:56:31,79,Female,Indonesian,47.84,Travel Pass,3.7,Light,6.58,No,No,No,No
Bicycle,Sedan,Business,59.45,3.74,2023-12-22 05:44:30,2023-12-22 06:43:57,35,Male,Indian,28.8,Travel Pass,4.3,Heavy,4.49,No,No,No,Yes
Private Car,Motorcycle,Leisure,15.06,4.63,2023-12-23 08:01:26,2023-12-23 08:16:30,49,Female,Indian,38.33,Cash,2,Moderate,8.93,Yes,Yes,Yes,Yes
Bus,Sedan,Shopping,116.33,22.35,2023-12-24 10:18:22,2023-12-24 12:14:42,29,Male,Indonesian,33.74,Card,3.3,Light,0.36,No,Yes,Yes,Yes
Taxi,Van,Business,70.78,30.47,2023-12-25 12:35:18,2023-12-25 13:46:05,58,Male,Malaysian,14.6,Mobile App,4.6,Light,7.12,Yes,No,Yes,No
Private Car,None,School,29.6,9.41,2023-12-26 14:52:15,2023-12-26 15:21:51,60,Male,Singaporean,23.5,Travel Pass,2.7,Moderate,0.3,No,No,Yes,No
Private Car,Motorcycle,Commuting,27.87,45.06,2023-12-27 17:09:11,2023-12-27 17:37:03,47,Female,Indonesian,45.78,Cash,3.7,Moderate,0.52,Yes,No,No,Yes
Walk,Electric Scooter,Business,74.16,21.67,2023-12-28 19:26:07,2023-12-28 20:40:17,62,Male,Singaporean,22.03,Cash,2.3,Heavy,3.35,Yes,No,Yes,No
Private Car,SUV,Business,36.69,37.85,2023-12-29 21:43:03,2023-12-29 22:19:44,29,Male,Malaysian,35.81,Travel Pass,1.9,Heavy,3.44,No,Yes,No,Yes
Private Car,None,School,59.73,45.15,2023-12-31 00:00:00,2023-12-31 00:59:44,27,Male,Indian,1.47,Cash,4.9,Heavy,9.91,Yes,Yes,Yes,Yes
