Age,Gender,Race,Educational_Level,Marital_Status,Industry,Occupation,Years_in_Current_Job,Employment_Type,Monthly_Income_SGD,Job_Satisfaction_Level,Skills_Training,Promotion_in_Last_5_Years,Looking_for_Job_Change,Work_Hours_per_Week,Commute_Time_One_Way_Hours,Previous_Employment_Status,Residency_Status,Languages_Spoken,Work_Location_Preference,Recent_Training_or_Courses,Expected_Salary_Increase_%,Job_Security_Concerns,Interview_Date
60,Male,Others,Diploma,Divorced,Hospitality,Technician,6,Full-time,14757.2,Satisfied,Yes,No,No,36.5,1.62,Retired,Foreigner,Malay,Remote,Yes,11.4,No,2023-09-24
35,Male,Chinese,Diploma,Divorced,Hospitality,Technician,10,Full-time,14995.08,Satisfied,Yes,No,Yes,37.6,0.5,Student,Foreigner,Tamil,Hybrid,No,15.4,No,2022-01-06
32,Male,Chinese,PhD,Married,Hospitality,Technician,20,Self-employed,2687.5,Satisfied,No,Yes,No,59.9,1.59,Student,Foreigner,Malay,Hybrid,No,18.8,Yes,2021-09-13
38,Female,Indian,PhD,Widowed,Hospitality,Engineer,8,Full-time,11509.81,Neutral,No,No,No,52.6,1.46,Unemployed,Permanent Resident,Others,On-site,Yes,14.8,No,2023-09-06
36,Male,Chinese,Master,Divorced,Finance,Technician,26,Contract,12045.31,Satisfied,No,No,Yes,56.5,0.88,Retired,Foreigner,Tamil,On-site,Yes,9.6,Yes,2022-11-10
21,Male,Chinese,Bachelor,Divorced,Finance,Technician,21,Full-time,2262.41,Satisfied,Yes,Yes,Yes,54.9,1.25,Unemployed,Citizen,Mandarin,On-site,Yes,12.3,No,2023-02-12
23,Male,Chinese,Diploma,Married,Information Technology,Doctor,14,Full-time,5398.18,Satisfied,Yes,No,No,48.7,1.07,Retired,Citizen,Malay,Hybrid,Yes,15.9,Yes,2023-02-05
55,Male,Chinese,Bachelor,Single,Information Technology,Technician,7,Part-time,7430.21,Very Unsatisfied,Yes,Yes,Yes,53.1,1.71,Retired,Permanent Resident,Tamil,Hybrid,No,15,Yes,2022-03-25
64,Female,Malay,Bachelor,Divorced,Construction,Teacher,16,Contract,2018.1,Very Satisfied,Yes,No,No,36.6,0.59,Student,Citizen,English,On-site,Yes,17.5,Yes,2023-02-19
52,Female,Chinese,Master,Single,Finance,Doctor,14,Contract,10222.12,Satisfied,Yes,Yes,Yes,42,1.02,Employed,Foreigner,Tamil,Hybrid,No,7.8,Yes,2021-05-12
25,Female,Malay,High School,Widowed,Education,Clerk,3,Full-time,9091.15,Very Unsatisfied,Yes,Yes,Yes,42.8,2,Student,Permanent Resident,English,On-site,Yes,19.8,Yes,2023-11-18
21,Female,Others,Diploma,Divorced,Education,Clerk,27,Contract,2498.27,Very Unsatisfied,Yes,No,Yes,48.2,0.76,Student,Permanent Resident,Malay,Hybrid,No,9.5,Yes,2023-07-27
49,Male,Others,Master,Widowed,Education,Engineer,25,Contract,6109.7,Neutral,No,No,Yes,45.2,0.7,Employed,Foreigner,Mandarin,Remote,No,16.6,No,2021-05-06
37,Female,Indian,Diploma,Widowed,Construction,Teacher,18,Part-time,12847.72,Very Unsatisfied,Yes,No,No,55.3,1.66,Employed,Permanent Resident,Malay,Remote,No,16.3,No,2022-09-03
59,Female,Chinese,Diploma,Single,Healthcare,Engineer,22,Full-time,13028.55,Unsatisfied,No,Yes,No,50,1.54,Employed,Permanent Resident,English,Hybrid,Yes,10.3,Yes,2023-12-05
23,Female,Chinese,Bachelor,Divorced,Hospitality,Technician,13,Self-employed,8609.6,Very Unsatisfied,No,Yes,No,37,0.79,Student,Citizen,English,On-site,No,5.3,No,2023-09-12
62,Male,Others,PhD,Married,Hospitality,Laborer,16,Full-time,10141.86,Very Unsatisfied,Yes,No,Yes,47.3,0.6,Retired,Foreigner,Others,Hybrid,Yes,17.1,Yes,2022-03-12
27,Female,Chinese,Master,Married,Information Technology,Teacher,10,Self-employed,4515.51,Neutral,Yes,Yes,No,47.9,0.62,Employed,Permanent Resident,Others,On-site,Yes,10.1,Yes,2022-05-10
49,Female,Chinese,High School,Married,Healthcare,Technician,15,Full-time,3087.45,Neutral,Yes,Yes,No,37.9,0.6,Unemployed,Foreigner,Mandarin,Hybrid,Yes,5.7,No,2023-01-01
27,Male,Chinese,Diploma,Single,Construction,Teacher,10,Full-time,2575.19,Satisfied,Yes,Yes,No,40.7,1.69,Retired,Permanent Resident,English,Remote,No,9.4,No,2022-08-04
42,Female,Indian,PhD,Widowed,Information Technology,Engineer,18,Self-employed,7834.22,Very Unsatisfied,No,No,Yes,52.4,0.72,Employed,Foreigner,Malay,On-site,No,14.8,No,2021-11-09
64,Male,Chinese,Master,Divorced,Information Technology,Teacher,14,Contract,10959.94,Satisfied,No,Yes,Yes,55.8,0.87,Retired,Permanent Resident,Malay,Hybrid,No,9.2,Yes,2023-03-06
54,Female,Others,Bachelor,Divorced,Information Technology,Teacher,16,Full-time,5293.31,Unsatisfied,No,Yes,Yes,44.5,1.01,Unemployed,Permanent Resident,Tamil,Remote,Yes,7.7,No,2022-12-24
29,Female,Others,Master,Single,Healthcare,Teacher,24,Contract,12302.25,Very Satisfied,Yes,Yes,No,53.8,0.66,Retired,Permanent Resident,Mandarin,On-site,No,18.7,Yes,2021-11-19
25,Male,Malay,High School,Divorced,Information Technology,Manager,19,Full-time,7596.57,Satisfied,No,Yes,Yes,37.7,0.63,Employed,Permanent Resident,English,On-site,Yes,13.3,No,2021-07-01
26,Female,Chinese,PhD,Divorced,Hospitality,Laborer,27,Part-time,8074.48,Neutral,Yes,Yes,No,41.2,0.59,Employed,Foreigner,Mandarin,Remote,Yes,10.6,No,2023-07-11
27,Male,Others,Master,Divorced,Education,Clerk,8,Self-employed,8956.66,Neutral,Yes,Yes,Yes,43.3,1.86,Unemployed,Citizen,English,Hybrid,No,10.2,No,2022-07-27
63,Male,Indian,Master,Divorced,Hospitality,Manager,22,Full-time,3450.23,Very Unsatisfied,Yes,No,Yes,45,1.07,Student,Permanent Resident,Tamil,On-site,Yes,7.4,No,2022-01-07
20,Female,Others,Diploma,Divorced,Healthcare,Laborer,19,Part-time,10014.08,Unsatisfied,Yes,Yes,Yes,50.4,1.03,Student,Permanent Resident,Mandarin,Hybrid,Yes,10.2,No,2021-06-12
53,Female,Malay,High School,Divorced,Education,Technician,14,Full-time,12712.96,Satisfied,Yes,Yes,Yes,48.9,0.9,Student,Citizen,Others,Hybrid,Yes,10.8,Yes,2023-03-09
54,Female,Chinese,Master,Divorced,Finance,Engineer,5,Full-time,9501.82,Satisfied,Yes,Yes,No,56.7,1.32,Unemployed,Permanent Resident,Tamil,On-site,No,16.7,No,2022-09-14
40,Male,Chinese,Bachelor,Married,Construction,Engineer,22,Full-time,5726.84,Unsatisfied,No,No,No,49.7,1.22,Student,Foreigner,Mandarin,Remote,Yes,17.4,Yes,2022-10-10
55,Female,Indian,Master,Single,Education,Teacher,19,Contract,14650.72,Very Satisfied,Yes,No,Yes,60,1.45,Retired,Citizen,English,On-site,No,10.2,No,2021-08-22
32,Male,Others,PhD,Married,Education,Doctor,10,Contract,5867.93,Unsatisfied,No,No,No,50,1.13,Employed,Foreigner,Tamil,Remote,No,14.6,Yes,2021-10-03
55,Female,Others,Diploma,Single,Construction,Manager,10,Full-time,5898.26,Neutral,Yes,Yes,No,47.6,1.96,Employed,Citizen,English,Hybrid,No,19.9,Yes,2023-09-17
38,Male,Chinese,Bachelor,Widowed,Healthcare,Manager,19,Part-time,14524.38,Neutral,No,No,No,38.7,1.5,Employed,Permanent Resident,Tamil,On-site,Yes,6.3,No,2022-05-22
42,Female,Others,PhD,Married,Construction,Engineer,17,Full-time,7069.03,Neutral,No,No,Yes,52,0.83,Student,Citizen,Tamil,Remote,No,18.4,Yes,2022-07-17
21,Female,Malay,Master,Married,Construction,Teacher,21,Contract,7934.85,Satisfied,Yes,No,Yes,41.4,1.09,Unemployed,Foreigner,Others,On-site,No,17.5,Yes,2023-09-15
30,Male,Indian,Diploma,Married,Education,Manager,24,Full-time,13693.85,Satisfied,No,No,Yes,37,0.81,Unemployed,Citizen,Tamil,Remote,Yes,8.4,Yes,2023-07-21
43,Female,Chinese,High School,Single,Education,Doctor,8,Contract,7647.83,Unsatisfied,Yes,No,No,48.6,1.2,Unemployed,Permanent Resident,Tamil,Hybrid,Yes,7.9,No,2021-01-19
21,Male,Indian,PhD,Widowed,Information Technology,Technician,0,Self-employed,6256.82,Satisfied,No,Yes,Yes,51.7,1.31,Retired,Citizen,Malay,On-site,Yes,6.4,No,2023-02-01
52,Male,Chinese,High School,Single,Construction,Technician,26,Full-time,13770.34,Neutral,Yes,Yes,No,37.6,1.67,Retired,Foreigner,English,Remote,No,11.2,Yes,2022-03-14
47,Female,Malay,High School,Single,Construction,Laborer,27,Contract,5676.86,Satisfied,Yes,No,Yes,44.7,1.9,Employed,Citizen,Tamil,Remote,Yes,13.7,Yes,2022-09-12
51,Female,Others,Master,Married,Information Technology,Technician,25,Part-time,4620.29,Unsatisfied,Yes,Yes,No,48.3,0.8,Student,Citizen,Tamil,Hybrid,No,8.3,No,2021-01-25
20,Male,Chinese,PhD,Single,Construction,Manager,29,Contract,6304.06,Satisfied,Yes,No,No,56.6,0.72,Student,Permanent Resident,English,On-site,No,8.8,No,2022-01-23
33,Female,Indian,Master,Divorced,Construction,Technician,14,Part-time,7511.61,Very Unsatisfied,No,No,Yes,49.9,1.17,Employed,Citizen,English,Remote,No,7.1,No,2022-08-23
61,Female,Indian,PhD,Single,Finance,Technician,22,Full-time,3791.1,Very Satisfied,Yes,No,Yes,52.4,0.75,Retired,Foreigner,Others,Remote,Yes,12.1,No,2022-06-13
27,Female,Others,High School,Single,Healthcare,Laborer,0,Part-time,8744.37,Very Unsatisfied,Yes,No,No,45.1,1.25,Unemployed,Citizen,Tamil,Remote,Yes,7.3,No,2022-06-19
57,Male,Others,High School,Widowed,Construction,Technician,24,Part-time,11535.33,Very Satisfied,Yes,No,Yes,49.9,1.53,Student,Citizen,Tamil,On-site,No,9.5,No,2021-05-17
25,Female,Malay,PhD,Single,Finance,Manager,20,Self-employed,6030.02,Neutral,Yes,No,No,57.2,0.85,Student,Permanent Resident,English,Remote,No,9.4,Yes,2023-01-06
20,Male,Chinese,Master,Single,Construction,Doctor,17,Contract,8616.46,Neutral,No,Yes,No,39.5,1.65,Retired,Citizen,Tamil,Remote,Yes,19.8,Yes,2022-03-23
53,Female,Indian,Bachelor,Divorced,Finance,Laborer,29,Part-time,11990.05,Unsatisfied,No,No,Yes,41,1.8,Student,Citizen,Tamil,Remote,No,15.6,Yes,2022-11-26
21,Male,Indian,Bachelor,Divorced,Healthcare,Teacher,17,Part-time,9739.53,Neutral,No,No,Yes,44.8,0.77,Employed,Foreigner,Mandarin,Remote,Yes,15.5,Yes,2021-09-27
58,Female,Chinese,Master,Single,Hospitality,Manager,20,Full-time,5178.09,Neutral,Yes,Yes,No,50.1,1.06,Student,Foreigner,Others,On-site,No,10.4,No,2023-05-03
38,Male,Chinese,High School,Single,Hospitality,Teacher,6,Full-time,13562.64,Very Satisfied,No,Yes,Yes,52.5,1.21,Employed,Citizen,Mandarin,On-site,Yes,8.6,No,2023-07-07
43,Male,Malay,Bachelor,Divorced,Education,Doctor,23,Full-time,10784.06,Unsatisfied,No,No,No,43.1,0.84,Unemployed,Foreigner,English,On-site,No,17.7,Yes,2021-07-17
63,Female,Malay,PhD,Divorced,Information Technology,Manager,17,Part-time,5946.9,Very Satisfied,No,Yes,Yes,37.8,1.07,Student,Foreigner,English,On-site,No,10.7,Yes,2023-04-02
54,Male,Others,Diploma,Widowed,Information Technology,Laborer,10,Full-time,8699.33,Unsatisfied,Yes,Yes,Yes,57.8,1.84,Unemployed,Foreigner,Mandarin,Remote,No,15.9,No,2021-12-19
61,Male,Indian,High School,Divorced,Information Technology,Technician,16,Part-time,6241.12,Satisfied,Yes,Yes,Yes,55.8,1.33,Retired,Citizen,Tamil,On-site,No,15.1,No,2022-12-15
62,Female,Chinese,High School,Divorced,Construction,Manager,5,Self-employed,3720.17,Very Satisfied,No,Yes,Yes,56.4,0.79,Employed,Permanent Resident,Tamil,On-site,No,17,No,2021-10-14
28,Male,Indian,PhD,Single,Education,Engineer,21,Self-employed,8762.23,Unsatisfied,No,Yes,No,42.1,1.72,Student,Foreigner,Malay,On-site,Yes,15.1,No,2022-01-01
50,Female,Malay,High School,Single,Healthcare,Clerk,17,Part-time,2936.73,Very Unsatisfied,Yes,No,No,52.5,1.52,Retired,Foreigner,Tamil,Remote,Yes,19.2,Yes,2023-03-14
37,Male,Indian,Master,Married,Healthcare,Clerk,21,Self-employed,3347.19,Satisfied,Yes,No,No,53.9,0.65,Employed,Permanent Resident,Others,On-site,No,17.2,No,2022-09-10
33,Male,Malay,Diploma,Widowed,Education,Technician,21,Self-employed,11351.05,Satisfied,No,No,No,37.6,0.99,Student,Permanent Resident,Mandarin,Remote,Yes,6,No,2021-01-23
36,Male,Others,PhD,Married,Information Technology,Laborer,8,Self-employed,11690.04,Neutral,No,Yes,Yes,48.4,1.31,Employed,Citizen,Mandarin,Hybrid,No,10,No,2021-03-13
40,Female,Others,Diploma,Divorced,Healthcare,Laborer,20,Full-time,10312.37,Neutral,No,No,No,36.5,1.6,Employed,Foreigner,English,Remote,Yes,6.4,No,2021-11-17
54,Female,Others,PhD,Single,Healthcare,Technician,4,Self-employed,11230.24,Satisfied,Yes,No,Yes,59.4,1.25,Unemployed,Permanent Resident,Mandarin,On-site,No,12.5,No,2023-02-18
45,Male,Malay,Bachelor,Widowed,Education,Engineer,13,Contract,7017.86,Satisfied,Yes,Yes,Yes,49.4,1.67,Unemployed,Permanent Resident,Tamil,Remote,Yes,8.2,Yes,2023-05-07
60,Male,Chinese,Master,Married,Information Technology,Laborer,3,Contract,9695.44,Very Unsatisfied,Yes,No,No,41.1,0.79,Employed,Foreigner,Others,Remote,Yes,18,Yes,2022-07-28
36,Female,Chinese,Diploma,Single,Finance,Technician,27,Full-time,5962.28,Unsatisfied,Yes,No,Yes,47.1,0.95,Retired,Permanent Resident,Mandarin,On-site,Yes,18.4,No,2022-02-25
64,Female,Others,High School,Widowed,Hospitality,Doctor,13,Contract,10248.71,Very Unsatisfied,Yes,No,Yes,42.3,1.85,Employed,Foreigner,English,Remote,Yes,16,No,2023-08-10
53,Female,Indian,High School,Divorced,Hospitality,Teacher,8,Contract,13194.56,Neutral,No,No,No,44.5,1.47,Unemployed,Citizen,Mandarin,Hybrid,No,5.6,Yes,2023-12-28
64,Female,Indian,Diploma,Single,Education,Laborer,15,Full-time,8114.81,Satisfied,No,No,Yes,47.8,1.38,Unemployed,Foreigner,Others,On-site,Yes,11.5,No,2021-02-25
38,Female,Chinese,Master,Divorced,Information Technology,Engineer,0,Part-time,5872.81,Neutral,No,Yes,No,40.3,1.34,Retired,Foreigner,Malay,On-site,No,19.6,Yes,2023-12-18
30,Male,Chinese,Diploma,Divorced,Construction,Laborer,28,Full-time,6217.43,Very Satisfied,Yes,No,No,46.5,1.12,Unemployed,Foreigner,English,Remote,Yes,11.4,No,2021-06-15
64,Male,Indian,Bachelor,Single,Construction,Clerk,0,Self-employed,11482.27,Unsatisfied,No,No,No,54.3,1.28,Student,Foreigner,English,Hybrid,Yes,13.6,No,2021-09-02
33,Male,Indian,PhD,Single,Information Technology,Teacher,1,Full-time,8085.5,Satisfied,No,No,No,42.1,1.67,Student,Foreigner,Others,Hybrid,Yes,11.7,No,2021-04-14
32,Female,Others,Bachelor,Single,Education,Laborer,2,Self-employed,13835.81,Unsatisfied,Yes,No,Yes,40.4,0.76,Retired,Permanent Resident,Others,Remote,Yes,18.3,No,2022-05-20
48,Female,Others,Diploma,Married,Information Technology,Engineer,7,Part-time,13159.72,Neutral,Yes,Yes,Yes,49,0.73,Retired,Foreigner,Tamil,On-site,Yes,10.2,No,2021-08-11
58,Female,Indian,Diploma,Widowed,Healthcare,Doctor,11,Contract,11023.18,Neutral,Yes,Yes,No,48.9,0.52,Student,Foreigner,Malay,Hybrid,Yes,10,Yes,2022-04-11
47,Male,Others,High School,Single,Healthcare,Engineer,1,Part-time,3090.12,Very Unsatisfied,Yes,Yes,No,42.2,0.56,Employed,Permanent Resident,Mandarin,Hybrid,No,16.6,No,2022-05-22
57,Male,Indian,PhD,Widowed,Information Technology,Clerk,22,Part-time,14289.33,Neutral,Yes,Yes,Yes,46.8,1.76,Student,Citizen,Tamil,On-site,Yes,17.9,Yes,2023-07-19
38,Female,Others,Diploma,Single,Construction,Manager,29,Part-time,6005.98,Very Unsatisfied,Yes,No,No,38.4,0.71,Student,Foreigner,Malay,On-site,No,17.8,Yes,2023-03-20
39,Male,Indian,PhD,Single,Information Technology,Laborer,23,Part-time,13960.28,Very Unsatisfied,Yes,Yes,No,36.6,0.96,Retired,Permanent Resident,Mandarin,Remote,No,5.1,Yes,2022-03-09
52,Male,Indian,Bachelor,Divorced,Information Technology,Laborer,21,Full-time,10414.64,Very Unsatisfied,Yes,No,Yes,57.2,0.9,Retired,Permanent Resident,Mandarin,Hybrid,No,13.6,Yes,2021-05-22
60,Female,Indian,Bachelor,Single,Finance,Doctor,27,Part-time,8305.23,Very Unsatisfied,No,Yes,Yes,36.5,0.72,Retired,Citizen,Malay,Remote,No,9.8,Yes,2023-01-22
33,Male,Indian,Bachelor,Single,Construction,Manager,20,Full-time,12597.92,Very Unsatisfied,Yes,No,Yes,55.6,0.96,Retired,Citizen,Malay,On-site,No,13.1,Yes,2022-07-08
56,Male,Malay,Diploma,Single,Finance,Engineer,1,Contract,12685.9,Very Satisfied,No,No,No,39,1.76,Student,Foreigner,Others,On-site,Yes,13.7,Yes,2021-03-25
46,Male,Others,Diploma,Married,Education,Technician,19,Full-time,5278.23,Very Satisfied,No,Yes,No,59.4,1.91,Employed,Citizen,Tamil,On-site,No,19.8,No,2021-12-18
41,Male,Others,Master,Single,Healthcare,Technician,6,Self-employed,8609.28,Very Satisfied,Yes,No,Yes,41.6,0.85,Retired,Permanent Resident,Others,On-site,Yes,10.1,No,2023-08-08
53,Male,Indian,High School,Single,Information Technology,Engineer,24,Self-employed,7197.53,Very Unsatisfied,Yes,Yes,Yes,38.1,1.33,Retired,Foreigner,English,Remote,Yes,14.8,Yes,2021-11-12
43,Male,Indian,Bachelor,Single,Education,Laborer,13,Full-time,5980.39,Very Satisfied,No,Yes,Yes,42.4,0.74,Employed,Foreigner,Tamil,On-site,Yes,16.2,Yes,2023-06-13
21,Male,Indian,PhD,Married,Finance,Teacher,23,Full-time,12332.57,Very Satisfied,No,Yes,No,39.8,0.66,Retired,Citizen,Others,Hybrid,No,15.1,No,2022-08-26
51,Female,Chinese,Bachelor,Single,Information Technology,Doctor,2,Contract,11376.18,Very Satisfied,Yes,Yes,No,58,0.7,Employed,Permanent Resident,English,On-site,No,5.5,No,2022-04-14
53,Female,Indian,High School,Single,Construction,Teacher,21,Full-time,8547.71,Very Unsatisfied,Yes,Yes,Yes,36.9,0.78,Student,Citizen,Others,On-site,No,8.4,No,2022-04-19
34,Female,Indian,PhD,Single,Construction,Manager,27,Self-employed,11093,Satisfied,Yes,Yes,Yes,58.7,1.05,Unemployed,Permanent Resident,Others,Hybrid,Yes,12.4,Yes,2023-03-13
27,Male,Others,Diploma,Divorced,Finance,Clerk,26,Self-employed,3428.37,Satisfied,Yes,Yes,No,40.4,0.81,Unemployed,Permanent Resident,English,Hybrid,No,9.2,No,2023-01-15
33,Female,Malay,Bachelor,Single,Finance,Laborer,21,Part-time,3543.19,Satisfied,Yes,No,Yes,35.4,1.2,Student,Permanent Resident,Malay,Remote,Yes,14,Yes,2023-07-18
63,Female,Malay,Bachelor,Married,Information Technology,Teacher,4,Self-employed,3293.61,Unsatisfied,Yes,Yes,Yes,36.6,0.75,Unemployed,Permanent Resident,Mandarin,Hybrid,No,6.6,Yes,2023-05-28
40,Male,Malay,Bachelor,Widowed,Healthcare,Doctor,0,Part-time,7373.63,Very Satisfied,No,Yes,No,43.3,1.93,Retired,Citizen,English,Hybrid,No,9.8,Yes,2023-02-07
23,Male,Chinese,Bachelor,Married,Healthcare,Manager,22,Part-time,13385,Neutral,Yes,No,No,53.3,1.93,Retired,Permanent Resident,Mandarin,On-site,No,10.8,No,2023-07-07
37,Male,Others,PhD,Single,Construction,Technician,14,Full-time,3514.09,Neutral,No,Yes,No,35.7,1.81,Retired,Permanent Resident,Others,Hybrid,Yes,13.5,No,2021-05-01
48,Male,Others,PhD,Single,Education,Teacher,25,Self-employed,13951.77,Unsatisfied,No,No,Yes,51.3,0.77,Unemployed,Citizen,Malay,On-site,No,16.2,No,2023-12-23
64,Male,Malay,High School,Divorced,Healthcare,Clerk,2,Full-time,10374.89,Neutral,Yes,Yes,No,54.6,1.58,Unemployed,Citizen,English,Hybrid,No,6.7,No,2021-03-08
42,Female,Others,Bachelor,Widowed,Healthcare,Technician,5,Part-time,8623.45,Satisfied,No,No,No,54.4,0.66,Retired,Foreigner,English,Hybrid,No,8.4,No,2023-06-19
61,Male,Malay,Diploma,Divorced,Information Technology,Manager,27,Self-employed,13114.12,Unsatisfied,Yes,Yes,Yes,56.9,1.05,Retired,Permanent Resident,Others,Hybrid,Yes,17.4,Yes,2021-10-04
41,Male,Indian,High School,Divorced,Information Technology,Doctor,13,Part-time,12179.6,Unsatisfied,Yes,No,No,43,1.81,Unemployed,Permanent Resident,Malay,On-site,Yes,12.8,No,2023-06-07
39,Female,Malay,Bachelor,Divorced,Finance,Teacher,27,Self-employed,13094.73,Very Satisfied,No,No,Yes,37.5,1.75,Unemployed,Foreigner,Mandarin,Hybrid,No,11.5,Yes,2021-03-12
43,Male,Indian,High School,Widowed,Information Technology,Clerk,3,Full-time,14742.32,Unsatisfied,No,No,No,45.1,1.67,Student,Permanent Resident,Tamil,Remote,Yes,8.3,No,2021-01-08
53,Male,Indian,PhD,Divorced,Information Technology,Laborer,28,Self-employed,12808.83,Satisfied,Yes,No,No,52,1.91,Unemployed,Foreigner,English,Remote,No,8.7,Yes,2022-10-08
29,Female,Others,Master,Married,Hospitality,Technician,6,Full-time,5264.9,Neutral,No,Yes,No,52.4,1.88,Unemployed,Foreigner,Tamil,Hybrid,Yes,15.4,Yes,2022-03-25
28,Male,Others,Master,Married,Information Technology,Manager,15,Part-time,11581.89,Neutral,No,Yes,No,49.1,1.79,Retired,Foreigner,Mandarin,Hybrid,No,10.6,Yes,2023-09-20
63,Female,Malay,Diploma,Married,Education,Technician,3,Part-time,10732.41,Satisfied,Yes,Yes,Yes,43.3,1.44,Student,Permanent Resident,Malay,Remote,No,17.5,No,2023-11-14
38,Female,Others,High School,Widowed,Healthcare,Engineer,0,Self-employed,3931.05,Very Unsatisfied,No,No,No,45.9,1.49,Retired,Citizen,Mandarin,Hybrid,No,9.6,Yes,2023-03-12
34,Male,Indian,High School,Divorced,Construction,Manager,7,Part-time,4496.69,Neutral,No,Yes,No,41.3,1.87,Student,Permanent Resident,Tamil,Hybrid,No,12.7,Yes,2022-02-12
41,Male,Indian,High School,Married,Education,Teacher,14,Contract,4948.38,Unsatisfied,Yes,No,No,43.3,0.85,Employed,Foreigner,Others,Remote,Yes,6.3,No,2021-08-27
52,Female,Malay,Master,Single,Hospitality,Manager,12,Part-time,13184.03,Very Satisfied,No,Yes,No,41.8,1.15,Student,Citizen,Others,On-site,No,12.3,No,2023-01-17
63,Female,Chinese,High School,Married,Construction,Clerk,9,Self-employed,8588.73,Very Satisfied,No,No,Yes,46.2,1.94,Student,Foreigner,Others,Remote,No,5.5,Yes,2022-03-16
35,Male,Malay,High School,Single,Hospitality,Technician,26,Contract,11054.85,Neutral,No,Yes,No,45.1,1.91,Retired,Citizen,Malay,Remote,Yes,18.8,No,2023-07-08
33,Male,Malay,High School,Single,Finance,Manager,20,Full-time,7333.68,Unsatisfied,Yes,No,Yes,37.8,1.84,Student,Foreigner,Others,On-site,No,14,No,2023-02-27
31,Female,Malay,PhD,Widowed,Finance,Engineer,0,Part-time,11042.79,Neutral,Yes,No,No,46.6,0.67,Retired,Citizen,Tamil,On-site,Yes,5.7,Yes,2022-07-06
37,Female,Malay,High School,Widowed,Healthcare,Technician,28,Self-employed,13306.95,Very Satisfied,No,No,No,44.8,1.4,Employed,Citizen,Tamil,Hybrid,No,19,No,2023-11-02
27,Female,Others,PhD,Widowed,Construction,Technician,26,Self-employed,10805.82,Unsatisfied,Yes,No,No,52.7,1.82,Unemployed,Foreigner,Malay,Remote,Yes,18.4,No,2022-08-09
25,Male,Others,Diploma,Single,Information Technology,Engineer,21,Self-employed,11183.37,Unsatisfied,Yes,No,Yes,38.3,0.7,Student,Citizen,Mandarin,Hybrid,Yes,19.5,No,2023-08-09
64,Male,Others,Bachelor,Single,Education,Manager,12,Full-time,11158.17,Unsatisfied,No,Yes,No,57.5,0.67,Employed,Citizen,Mandarin,Hybrid,No,17.8,Yes,2022-03-01
58,Female,Chinese,Diploma,Divorced,Information Technology,Laborer,4,Full-time,3160.87,Very Satisfied,Yes,No,No,55.7,1.19,Student,Permanent Resident,Mandarin,On-site,No,6.4,Yes,2022-02-13
36,Female,Malay,Master,Single,Information Technology,Laborer,25,Full-time,4902.37,Satisfied,Yes,No,Yes,41.5,1.51,Employed,Foreigner,Others,Remote,Yes,9.3,No,2021-12-17
60,Female,Others,Diploma,Married,Education,Laborer,29,Full-time,13189.97,Very Unsatisfied,No,Yes,No,50.6,1.55,Student,Permanent Resident,Tamil,Remote,Yes,7,Yes,2021-08-03
24,Female,Indian,Bachelor,Widowed,Education,Teacher,22,Part-time,12708.44,Neutral,Yes,No,No,57,1.45,Unemployed,Foreigner,Mandarin,On-site,Yes,7.7,Yes,2021-03-16
63,Female,Others,Bachelor,Single,Healthcare,Technician,9,Part-time,5012.32,Very Satisfied,Yes,Yes,No,42.5,1.47,Unemployed,Permanent Resident,English,Hybrid,Yes,17,Yes,2021-08-11
30,Female,Chinese,Master,Single,Construction,Doctor,13,Part-time,5308.88,Unsatisfied,No,No,Yes,47.7,1.41,Retired,Citizen,Tamil,Remote,No,16.1,No,2022-10-18
55,Male,Others,Master,Single,Healthcare,Engineer,21,Part-time,12330.49,Very Satisfied,Yes,No,Yes,49.6,1.27,Employed,Citizen,Tamil,Remote,Yes,9.6,No,2023-04-02
42,Female,Chinese,PhD,Married,Education,Laborer,28,Contract,9666.5,Neutral,No,No,No,54.4,1.72,Student,Permanent Resident,English,On-site,No,12.8,No,2021-07-04
39,Female,Indian,Bachelor,Divorced,Finance,Laborer,1,Self-employed,2699,Unsatisfied,No,No,Yes,35.8,0.64,Retired,Permanent Resident,Malay,Remote,No,16.3,Yes,2022-11-14
54,Male,Malay,Master,Single,Healthcare,Manager,10,Part-time,5405.17,Satisfied,No,Yes,Yes,53.6,0.76,Retired,Permanent Resident,Tamil,Hybrid,No,10.5,No,2021-09-07
38,Male,Malay,Master,Divorced,Information Technology,Manager,4,Contract,12299.23,Very Satisfied,No,Yes,Yes,58.5,1.59,Employed,Foreigner,Malay,Remote,Yes,8,Yes,2022-08-03
56,Female,Malay,PhD,Widowed,Construction,Doctor,28,Contract,9523.4,Neutral,No,No,No,44.4,1.48,Retired,Foreigner,Others,On-site,Yes,18.1,No,2022-04-26
61,Female,Malay,Diploma,Married,Finance,Manager,25,Part-time,12075.85,Satisfied,Yes,Yes,No,46.8,0.66,Student,Permanent Resident,Others,On-site,No,6.2,Yes,2023-03-26
61,Female,Others,PhD,Married,Finance,Technician,9,Part-time,5883.41,Very Unsatisfied,No,Yes,Yes,47.7,1.05,Student,Citizen,Others,Remote,Yes,12,No,2021-08-07
60,Male,Malay,Diploma,Divorced,Healthcare,Laborer,9,Part-time,3266.94,Very Satisfied,No,Yes,No,56.4,1.35,Student,Citizen,Malay,On-site,Yes,10.1,No,2023-04-05
