Year,Month,Region,Category,Product,Units Sold,Unit Price,Cost of Goods Sold,Marketing Spend,Customer Ratings
2022,11,Malaysia,Electronics,Smartwatch,97.0,799.02,1299.86,23430.11,3.1
2022,7,Indonesia,Home Appliances,Washing Machine,966.0,1837.81,519.42,30520.47,3.0
2019,6,Indonesia,Computers,Printer,1246.0,1127.14,212.3,7266.94,2.9
2021,10,Philippines,Entertainment,VR Headset,1101.0,529.93,1059.12,18558.42,1.7
2022,8,Thailand,Computers,Laptop,,,321.6,28920.08,
2022,1,Malaysia,Personal Care,Hair Straightener,1271.0,553.98,52.0,10935.84,2.1
2019,7,Singapore,Personal Care,Massager,1349.0,72.87,712.72,28388.02,1.7
2019,5,Malaysia,Electronics,Camera,1047.0,991.43,832.64,17403.54,3.6
2021,11,Thailand,Home Appliances,Dryer,128.0,164.3,942.07,4373.85,2.8
2019,1,Philippines,Home Appliances,Dryer,465.0,78.36,463.85,27198.63,2.3
2018,4,Philippines,Home Appliances,Blender,1405.0,168.55,1195.1,7639.51,2.8
2021,1,Indonesia,Personal Care,Shaver,161.0,740.77,901.32,17819.52,1.1
2020,4,Thailand,Electronics,Camera,1096.0,933.69,1066.08,47025.89,4.2
2021,8,Malaysia,Personal Care,Hair Dryer,,,919.33,48545.73,
2018,6,Malaysia,Home Appliances,Air Conditioner,493.0,1342.72,535.25,47597.78,4.6
2020,2,Singapore,Home Appliances,Washing Machine,,,74.59,26931.13,
2021,1,Philippines,Personal Care,Facial Cleanser,883.0,976.12,1266.89,29617.79,2.1
2019,4,Thailand,Computers,Keyboard,233.0,210.52,775.27,15141.69,1.3
2020,6,Indonesia,Electronics,Portable Speaker,681.0,1311.82,640.48,24672.09,2.8
2022,12,Philippines,Entertainment,Gaming Console,663.0,302.44,288.13,5960.79,3.9
2019,8,Indonesia,Personal Care,Hair Dryer,1252.0,1869.67,297.48,21566.7,3.5
2021,1,Philippines,Entertainment,DVD Player,1255.0,459.29,707.75,13418.64,3.2
2019,3,Thailand,Entertainment,Gaming Console,947.0,1521.18,833.54,21839.3,3.6
2019,4,Philippines,Entertainment,Gaming Console,1341.0,163.24,431.92,2526.9,1.7
2019,2,Malaysia,Computers,Laptop,1423.0,411.96,262.97,13718.81,4.2
2022,2,Philippines,Computers,Laptop,1352.0,785.56,574.4,15916.25,3.8
2019,12,Malaysia,Electronics,Smartphone,,,35.08,26034.17,
2022,8,Thailand,Electronics,Smartphone,1259.0,543.37,988.94,45832.8,1.9
2021,4,Malaysia,Entertainment,DVD Player,1315.0,71.08,1320.48,39179.46,2.3
2018,2,Philippines,Personal Care,Electric Toothbrush,1213.0,1106.03,53.17,33050.02,1.8
2022,5,Singapore,Home Appliances,Microwave,1198.0,1530.29,1449.75,44862.6,2.5
2019,12,Singapore,Home Appliances,Dryer,909.0,781.59,1116.86,39671.11,3.1
2022,7,Indonesia,Computers,Laptop,189.0,1008.78,1320.01,13655.59,2.2
2020,6,Indonesia,Computers,Monitor,1441.0,1863.43,399.75,30068.02,1.5
2021,5,Philippines,Entertainment,Television,1348.0,1041.56,1019.35,9690.62,2.9
2019,7,Thailand,Computers,Keyboard,334.0,784.91,1044.05,23177.18,1.1
2020,2,Malaysia,Home Appliances,Washing Machine,,,571.48,20762.39,
2020,8,Thailand,Computers,External Hard Drive,741.0,1521.72,733.42,9381.55,2.1
2022,5,Malaysia,Electronics,Smartphone,479.0,941.59,1143.86,49801.56,2.4
2020,5,Thailand,Entertainment,Gaming Console,442.0,1550.18,53.92,4292.2,2.1
2019,5,Thailand,Entertainment,Streaming Device,810.0,1446.9,1207.79,23779.06,2.8
2020,7,Thailand,Entertainment,Sound System,179.0,583.1,1277.68,35135.85,4.7
2020,10,Thailand,Electronics,Camera,1248.0,1541.26,610.27,46005.63,3.6
2022,11,Singapore,Electronics,Tablet,177.0,467.34,1142.13,19238.01,5.0
2019,5,Singapore,Home Appliances,Washing Machine,1223.0,1333.75,498.73,38863.91,3.7
2018,12,Malaysia,Electronics,E-reader,163.0,1868.83,954.13,12174.54,1.4
2021,10,Indonesia,Computers,Printer,1470.0,934.63,137.4,17549.24,1.8
2018,5,Thailand,Entertainment,Streaming Device,1307.0,547.8,67.89,43219.81,3.2
2018,6,Philippines,Computers,Monitor,539.0,1130.84,649.02,20557.14,2.8
2019,10,Indonesia,Personal Care,Facial Cleanser,1204.0,638.46,518.1,10064.18,3.8
2019,7,Thailand,Personal Care,Hair Dryer,1226.0,1734.88,553.8,24931.68,4.0
2020,9,Indonesia,Personal Care,Shaver,69.0,931.94,260.17,13060.4,1.3
2021,8,Thailand,Home Appliances,Washing Machine,579.0,1114.55,672.26,36940.48,3.1
2022,7,Indonesia,Home Appliances,Dryer,304.0,264.15,687.19,46834.85,1.5
2019,3,Singapore,Computers,Keyboard,228.0,1470.85,1199.03,14200.59,1.6
2019,1,Malaysia,Entertainment,Television,69.0,963.09,1467.1,32195.21,3.9
2020,7,Indonesia,Entertainment,Streaming Device,444.0,861.67,1385.94,36328.75,4.7
2021,10,Philippines,Electronics,Smartwatch,1089.0,185.5,1200.75,5841.64,4.1
2022,5,Malaysia,Home Appliances,Washing Machine,1384.0,696.73,783.08,45988.58,1.7
2021,8,Philippines,Electronics,Tablet,986.0,1934.32,863.9,28879.37,1.5
2021,8,Malaysia,Home Appliances,Dryer,1436.0,1820.62,372.99,35352.37,1.2
2020,7,Philippines,Personal Care,Hair Dryer,1365.0,240.13,989.85,29336.52,4.6
2018,12,Malaysia,Home Appliances,Air Conditioner,855.0,1972.91,161.23,39426.3,2.6
2019,11,Thailand,Personal Care,Facial Cleanser,761.0,1273.37,595.53,49343.84,3.6
2018,8,Malaysia,Entertainment,Gaming Console,603.0,1390.53,1220.96,34144.32,1.2
2018,12,Philippines,Personal Care,Electric Toothbrush,790.0,1979.75,809.77,11378.08,4.5
2018,7,Singapore,Electronics,Smartphone,1179.0,463.93,41.22,41738.93,1.6
2020,11,Indonesia,Home Appliances,Dryer,1423.0,691.25,1199.19,5723.39,4.1
2022,2,Singapore,Electronics,Smartwatch,779.0,161.78,828.88,16217.3,2.8
2021,11,Malaysia,Personal Care,Massager,1172.0,1318.86,363.97,28548.94,4.0
2018,3,Singapore,Electronics,Portable Speaker,1270.0,860.99,822.82,11365.62,3.1
2022,12,Singapore,Personal Care,Shaver,1113.0,1535.21,188.68,6328.31,1.4
2020,7,Singapore,Entertainment,Streaming Device,1027.0,1515.45,75.82,22368.44,1.7
2022,2,Thailand,Personal Care,Hair Dryer,932.0,1036.7,1498.86,4797.03,1.7
2020,6,Philippines,Computers,External Hard Drive,,,1159.84,23546.07,
2021,3,Philippines,Home Appliances,Refrigerator,1124.0,1475.96,718.73,26582.11,3.6
2019,11,Indonesia,Home Appliances,Dryer,784.0,257.56,277.66,5490.88,3.7
2019,1,Singapore,Entertainment,Television,1023.0,1607.28,610.53,22666.3,3.1
2021,11,Singapore,Entertainment,Sound System,14990.0,299.42,1253.17,7661.86,3.4
2020,5,Indonesia,Entertainment,Gaming Console,1113.0,473.4,407.34,9374.55,1.1
2019,12,Philippines,Personal Care,Shaver,664.0,1820.45,459.23,46127.54,1.4
2018,3,Singapore,Personal Care,Facial Cleanser,342.0,822.03,378.84,41351.04,3.1
2020,2,Singapore,Entertainment,Gaming Console,804.0,748.38,870.15,8545.27,4.5
2019,1,Indonesia,Computers,Keyboard,,,315.61,30937.92,
2019,6,Singapore,Home Appliances,Air Conditioner,367.0,60.05,1273.25,18870.8,4.1
2018,1,Indonesia,Home Appliances,Dryer,1077.0,1022.56,786.03,1749.71,1.2
2021,4,Singapore,Electronics,Smartwatch,383.0,781.67,972.29,3284.7,4.0
2019,4,Indonesia,Computers,Printer,119.0,1072.13,922.17,29633.21,3.1
2018,3,Thailand,Electronics,Smartphone,1014.0,90.39,516.55,4016.04,2.4
2022,12,Thailand,Home Appliances,Microwave,753.0,1458.7,1433.07,2390.97,1.9
2021,6,Malaysia,Computers,Monitor,114.0,964.06,1470.52,27618.9,1.1
2020,6,Thailand,Home Appliances,Dryer,505.0,1340.21,951.27,31866.59,4.5
2021,1,Malaysia,Personal Care,Hair Straightener,,,1192.62,7148.23,
2019,9,Malaysia,Computers,Keyboard,665.0,633.59,341.38,5210.07,2.5
2019,4,Philippines,Entertainment,DVD Player,471.0,65.71,597.66,47504.52,4.2
2018,12,Philippines,Entertainment,Gaming Console,328.0,1798.98,739.36,37103.67,3.9
2019,6,Philippines,Computers,Monitor,567.0,659.76,1461.13,23258.69,2.5
2021,6,Thailand,Electronics,E-reader,992.0,1598.17,940.87,30442.28,2.8
2018,9,Indonesia,Electronics,Portable Speaker,,,719.27,44229.37,
2022,3,Singapore,Entertainment,VR Headset,1062.0,1351.7,933.09,27769.0,4.6
2022,9,Thailand,Computers,Desktop,238.0,1346.26,384.25,4869.95,4.0
2022,11,Philippines,Computers,Monitor,1420.0,1149.79,212.09,16699.35,4.5
2018,11,Singapore,Home Appliances,Microwave,1419.0,1763.91,1320.66,7481.91,2.9
2021,12,Philippines,Home Appliances,Air Conditioner,1429.0,281.72,1127.97,7261.59,2.8
2018,4,Thailand,Personal Care,Hair Dryer,14990.0,955.02,773.08,16725.28,3.3
2020,3,Thailand,Entertainment,DVD Player,841.0,1200.92,681.72,7701.23,3.8
2018,5,Malaysia,Home Appliances,Blender,1408.0,506.94,389.18,43427.88,3.5
2019,10,Thailand,Electronics,Tablet,468.0,1834.02,465.46,16001.61,2.9
2022,10,Singapore,Personal Care,Shaver,,,1082.35,7490.66,
2018,6,Indonesia,Entertainment,Gaming Console,1411.0,316.29,99.77,31805.56,3.1
2020,4,Indonesia,Home Appliances,Refrigerator,462.0,65.28,1396.94,25448.71,1.0
2019,12,Malaysia,Personal Care,Electric Toothbrush,315.0,1948.2,388.83,18262.05,2.9
2021,6,Thailand,Electronics,E-reader,670.0,520.36,1124.47,28436.36,4.4
2018,4,Indonesia,Entertainment,Streaming Device,,,1338.67,11545.99,
2022,12,Philippines,Entertainment,Sound System,1389.0,1995.37,1104.12,14744.59,1.7
2019,7,Malaysia,Personal Care,Hair Straightener,1274.0,236.27,956.54,21402.92,4.8
2018,3,Philippines,Entertainment,Streaming Device,292.0,225.36,879.28,44574.13,1.8
2019,12,Philippines,Computers,External Hard Drive,1137.0,627.5,777.18,25299.68,1.6
2019,7,Philippines,Computers,External Hard Drive,1424.0,1488.0,867.41,36412.61,1.5
2019,11,Thailand,Personal Care,Massager,456.0,1369.63,165.25,44671.8,1.0
2020,11,Malaysia,Computers,External Hard Drive,985.0,1380.17,1460.75,20018.03,3.4
2018,1,Philippines,Computers,Monitor,1340.0,955.89,305.81,6352.97,1.2
2019,4,Philippines,Computers,Desktop,1479.0,228.03,1463.29,9954.73,1.8
2018,1,Thailand,Computers,Printer,320.0,1103.87,1466.26,12737.97,4.8
2019,11,Malaysia,Home Appliances,Microwave,1050.0,1520.29,492.18,9289.26,4.1
2022,5,Malaysia,Electronics,Tablet,1202.0,562.13,649.09,28306.59,4.4
2018,1,Singapore,Electronics,Smartphone,1137.0,820.72,273.14,37253.51,1.9
2018,3,Philippines,Entertainment,DVD Player,668.0,1261.9,1001.29,37667.56,2.0
2022,6,Indonesia,Personal Care,Hair Straightener,202.0,1059.26,1135.25,13225.07,2.1
2018,12,Thailand,Entertainment,Television,484.0,921.49,274.27,34345.95,4.6
2019,9,Malaysia,Home Appliances,Blender,544.0,688.37,309.34,25238.97,3.3
2020,12,Indonesia,Electronics,Smartwatch,243.0,1652.0,523.67,36840.61,4.7
2018,1,Singapore,Home Appliances,Air Conditioner,1384.0,84.76,768.42,11355.91,2.8
2022,8,Indonesia,Electronics,E-reader,1337.0,1025.1,457.02,29522.18,2.9
2020,6,Thailand,Entertainment,Streaming Device,1207.0,1051.18,1221.35,39645.98,1.4
2018,3,Malaysia,Home Appliances,Dryer,1008.0,349.69,444.43,48504.63,2.4
2019,12,Singapore,Entertainment,Television,697.0,1439.34,119.3,45115.57,4.6
2021,1,Malaysia,Electronics,Camera,1432.0,1888.82,313.93,14372.23,1.2
2021,12,Indonesia,Home Appliances,Refrigerator,75.0,141.02,1202.94,4172.5,3.8
2020,8,Thailand,Entertainment,Sound System,1027.0,840.17,766.54,31203.47,4.4
2022,4,Philippines,Home Appliances,Air Conditioner,386.0,72.88,539.68,23925.49,4.8
2018,7,Philippines,Computers,Printer,,,940.79,36235.65,
2021,4,Indonesia,Computers,Laptop,1409.0,139.99,1309.32,5303.95,1.4
2021,4,Malaysia,Personal Care,Massager,,,1029.9,21650.03,
2018,10,Malaysia,Computers,Monitor,855.0,617.59,40.51,40236.4,4.5
2018,6,Singapore,Computers,External Hard Drive,976.0,1504.69,287.67,26921.78,1.9
2022,10,Indonesia,Electronics,Smartwatch,1328.0,1320.63,1028.54,42399.24,2.5
2018,7,Singapore,Entertainment,Television,583.0,1605.65,471.59,49559.06,3.7
2021,5,Malaysia,Personal Care,Hair Straightener,534.0,1166.06,143.27,4289.61,2.4
2018,9,Philippines,Personal Care,Facial Cleanser,,,156.2,25852.31,
2019,7,Thailand,Computers,External Hard Drive,898.0,907.04,171.21,18218.77,1.8
2021,5,Singapore,Entertainment,Gaming Console,1008.0,1441.38,270.86,29191.47,1.7
2020,2,Singapore,Computers,Keyboard,228.0,978.64,1039.85,20957.92,3.2
2022,10,Malaysia,Electronics,E-reader,544.0,154.5,633.07,3633.59,4.6
2021,1,Malaysia,Entertainment,DVD Player,,,179.07,32132.55,
2018,5,Philippines,Computers,Keyboard,874.0,528.92,88.41,18356.53,3.5
2022,5,Malaysia,Entertainment,Sound System,560.0,1297.62,962.24,47918.83,4.6
2022,1,Indonesia,Home Appliances,Dryer,1291.0,1269.65,400.8,44161.75,4.2
2020,7,Thailand,Personal Care,Shaver,1180.0,1306.81,833.92,45788.82,3.5
2019,3,Thailand,Computers,Monitor,1299.0,732.43,724.68,34825.73,4.7
2019,4,Singapore,Personal Care,Electric Toothbrush,723.0,935.19,433.76,35560.89,1.3
2018,6,Philippines,Computers,Desktop,889.0,1572.77,646.54,44556.66,4.0
2019,7,Thailand,Electronics,Portable Speaker,85.0,1467.14,547.87,7446.14,4.9
2022,10,Philippines,Entertainment,Sound System,1069.0,1008.41,924.08,16635.35,1.6
2018,4,Philippines,Personal Care,Massager,467.0,1816.63,405.81,6583.12,4.2
2019,10,Singapore,Entertainment,DVD Player,1249.0,598.77,1370.6,29888.32,1.5
2018,1,Thailand,Entertainment,Gaming Console,1022.0,484.54,901.37,29495.51,3.7
2022,6,Malaysia,Computers,External Hard Drive,903.0,762.06,115.42,31703.22,1.4
2022,4,Philippines,Home Appliances,Refrigerator,349.0,1648.2,324.01,10937.8,3.2
2021,8,Indonesia,Computers,Monitor,477.0,864.33,504.77,46774.4,4.8
2019,8,Singapore,Computers,Printer,422.0,526.5,393.33,44528.94,1.4
2019,8,Philippines,Entertainment,DVD Player,771.0,1659.1,187.13,15324.36,2.3
2020,10,Singapore,Computers,Keyboard,,,254.42,21290.83,
2019,10,Singapore,Electronics,Tablet,899.0,1228.98,429.21,2144.55,3.5
2018,7,Indonesia,Computers,Monitor,1174.0,439.84,482.59,4556.52,4.6
2018,10,Philippines,Computers,Laptop,851.0,1240.1,999.55,37285.59,2.6
2022,11,Thailand,Personal Care,Facial Cleanser,561.0,1896.05,359.59,15624.14,3.7
2018,7,Thailand,Entertainment,Gaming Console,644.0,1170.03,1167.67,45046.99,2.2
2020,1,Philippines,Electronics,Tablet,975.0,1920.93,567.37,36953.26,4.9
2022,5,Singapore,Personal Care,Massager,1475.0,52.27,1363.7,45398.16,4.8
2022,4,Malaysia,Entertainment,Sound System,590.0,695.71,858.64,31369.76,1.9
2022,7,Philippines,Electronics,Smartphone,426.0,621.6,1189.98,43656.69,4.2
2019,9,Singapore,Electronics,Camera,96.0,1458.25,690.47,8808.64,2.1
2018,4,Malaysia,Personal Care,Facial Cleanser,656.0,136.26,1350.1,49266.69,4.6
2019,11,Philippines,Personal Care,Massager,511.0,887.78,251.55,6901.52,3.8
2021,6,Malaysia,Home Appliances,Blender,807.0,122.98,1057.58,35114.64,1.6
2022,5,Thailand,Computers,Printer,1450.0,950.39,927.53,31762.58,4.5
2021,10,Philippines,Personal Care,Shaver,735.0,988.76,119.09,11266.3,1.9
2019,4,Malaysia,Computers,Printer,630.0,707.32,552.12,36652.74,1.0
2018,12,Indonesia,Home Appliances,Blender,913.0,642.29,1063.03,42038.47,2.1
2022,3,Malaysia,Home Appliances,Blender,872.0,659.56,542.44,31464.17,1.8
2021,10,Thailand,Personal Care,Hair Straightener,1141.0,1807.87,594.84,28739.86,4.5
2021,2,Indonesia,Personal Care,Hair Straightener,504.0,1318.73,136.4,47451.36,1.2
2022,12,Philippines,Entertainment,Sound System,226.0,1057.2,694.68,40270.07,4.9
2020,8,Singapore,Home Appliances,Microwave,473.0,462.38,981.05,38060.48,3.5
2022,1,Indonesia,Personal Care,Facial Cleanser,1354.0,1655.63,671.3,37791.41,3.9
2021,4,Indonesia,Electronics,Tablet,791.0,1636.48,880.93,21771.36,4.9
2019,12,Singapore,Personal Care,Hair Straightener,1123.0,19999.4,1302.27,16155.69,3.1
2019,8,Philippines,Electronics,Portable Speaker,483.0,399.15,121.89,2599.79,2.3
2021,9,Philippines,Home Appliances,Refrigerator,875.0,1673.49,187.74,35675.44,1.4
2019,4,Malaysia,Entertainment,Sound System,1124.0,650.42,596.27,15408.53,4.6
2019,1,Singapore,Computers,Laptop,1496.0,1690.45,97.27,30122.49,2.3
2020,11,Thailand,Electronics,Tablet,74.0,1614.87,1041.7,45034.21,2.9
2021,9,Thailand,Home Appliances,Blender,806.0,1200.76,1114.0,26995.71,4.9
2018,9,Singapore,Computers,External Hard Drive,1405.0,82.55,341.23,14587.3,4.0
2020,5,Malaysia,Entertainment,VR Headset,618.0,319.92,1089.98,5251.2,1.3
2021,8,Malaysia,Personal Care,Electric Toothbrush,1208.0,1293.93,150.17,29401.16,1.0
2019,2,Philippines,Home Appliances,Dryer,942.0,783.98,682.97,46567.68,3.6
2019,8,Philippines,Entertainment,Television,543.0,65.11,1300.07,18057.81,4.4
2018,2,Singapore,Personal Care,Electric Toothbrush,627.0,1639.02,352.54,36343.93,3.5
2019,3,Indonesia,Entertainment,VR Headset,572.0,1314.31,1144.38,28964.98,1.4
2018,5,Malaysia,Entertainment,Television,586.0,1488.17,914.19,4552.16,2.3
2019,8,Thailand,Home Appliances,Dryer,552.0,1033.71,1065.21,48837.42,2.9
2022,11,Indonesia,Home Appliances,Microwave,807.0,685.53,575.0,11369.88,4.3
2022,10,Philippines,Home Appliances,Refrigerator,905.0,199.78,1304.71,31557.89,2.8
2019,3,Thailand,Personal Care,Facial Cleanser,614.0,238.66,845.52,23550.26,2.2
2018,4,Singapore,Electronics,E-reader,566.0,1181.89,276.86,38723.7,2.3
2018,5,Thailand,Entertainment,Sound System,68.0,621.87,1122.01,33760.14,2.7
2020,8,Indonesia,Personal Care,Shaver,1178.0,462.44,1340.56,12833.29,3.8
2022,4,Indonesia,Computers,Laptop,1053.0,925.45,297.76,33627.37,2.6
2020,9,Indonesia,Electronics,Portable Speaker,902.0,1382.99,859.64,45688.35,2.1
2018,3,Thailand,Personal Care,Hair Dryer,625.0,76.35,1460.18,30569.58,3.7
2019,8,Indonesia,Home Appliances,Microwave,,,1141.05,42855.14,
2022,12,Thailand,Computers,Keyboard,669.0,896.2,708.7,23774.39,1.9
2021,3,Singapore,Home Appliances,Washing Machine,850.0,1973.22,464.83,37560.88,3.0
2019,8,Indonesia,Computers,External Hard Drive,818.0,1423.75,1395.0,26284.82,3.0
2018,5,Singapore,Personal Care,Facial Cleanser,425.0,1894.69,441.87,41965.18,1.8
2022,3,Philippines,Personal Care,Massager,100.0,207.45,1220.22,14627.69,4.7
2018,8,Thailand,Electronics,Camera,912.0,1571.44,200.64,25769.49,1.3
2018,4,Philippines,Personal Care,Massager,1203.0,1700.24,225.2,45348.69,2.1
2021,9,Malaysia,Personal Care,Massager,783.0,1574.49,806.3,17420.78,1.2
2018,9,Indonesia,Personal Care,Electric Toothbrush,641.0,1577.41,1200.54,6628.05,4.2
2018,1,Malaysia,Personal Care,Shaver,1395.0,431.85,169.22,21920.78,3.6
2018,12,Philippines,Computers,Printer,705.0,1460.54,710.17,21342.44,4.1
2021,11,Singapore,Entertainment,VR Headset,1348.0,356.32,248.89,43987.45,2.5
2020,7,Singapore,Entertainment,DVD Player,14990.0,910.76,94.08,41200.75,4.0
2018,1,Singapore,Electronics,Smartwatch,529.0,314.77,234.04,37677.47,4.4
2018,1,Malaysia,Entertainment,Streaming Device,1070.0,735.75,33.44,11235.41,5.0
2019,4,Malaysia,Computers,Printer,985.0,405.74,818.15,26388.67,3.8
2022,8,Thailand,Entertainment,Sound System,1273.0,1398.27,325.89,2871.0,2.7
2022,1,Malaysia,Entertainment,DVD Player,840.0,268.51,45.41,48509.58,1.8
2022,11,Malaysia,Electronics,E-reader,354.0,1032.14,184.07,10674.24,2.0
2022,9,Thailand,Personal Care,Hair Dryer,972.0,51.1,257.74,17046.8,3.6
2022,12,Philippines,Computers,Desktop,551.0,1706.26,505.6,28271.69,2.4
2019,10,Thailand,Entertainment,DVD Player,236.0,1299.14,1146.65,19472.78,3.5
2021,6,Singapore,Personal Care,Electric Toothbrush,178.0,147.08,324.74,18349.08,1.1
2022,5,Thailand,Home Appliances,Refrigerator,1217.0,1681.08,501.08,39611.9,2.0
2019,11,Philippines,Electronics,Portable Speaker,400.0,779.32,1153.41,24661.39,1.9
2019,1,Philippines,Computers,Printer,1161.0,1001.8,1129.03,36741.36,1.3
2018,10,Malaysia,Entertainment,DVD Player,825.0,1270.28,1275.95,37828.27,4.3
2022,10,Indonesia,Home Appliances,Washing Machine,1256.0,545.21,603.61,47676.19,4.6
2019,5,Indonesia,Entertainment,VR Headset,805.0,1515.86,274.04,5999.39,1.7
2019,11,Philippines,Electronics,Smartwatch,402.0,971.36,341.31,46110.84,4.1
2019,8,Thailand,Electronics,Portable Speaker,176.0,1002.89,174.43,12467.85,3.4
2019,12,Singapore,Electronics,Smartphone,1032.0,408.75,840.26,23482.08,1.7
2020,6,Malaysia,Entertainment,Television,579.0,836.57,26.57,28878.05,2.5
2019,7,Indonesia,Personal Care,Hair Straightener,1307.0,1228.64,55.88,37739.41,4.8
2021,10,Philippines,Personal Care,Hair Dryer,1181.0,617.63,1076.57,43288.67,1.1
2021,11,Singapore,Personal Care,Facial Cleanser,1030.0,481.51,1160.6,46736.78,2.9
2022,12,Philippines,Home Appliances,Refrigerator,738.0,304.9,750.87,2963.44,4.1
2022,10,Thailand,Personal Care,Hair Dryer,967.0,1658.07,1431.55,40062.1,3.5
2022,5,Singapore,Personal Care,Hair Straightener,602.0,517.09,1399.09,28231.31,2.5
2019,9,Indonesia,Electronics,Smartwatch,240.0,968.05,287.0,47297.64,1.1
2022,5,Singapore,Entertainment,Sound System,870.0,479.43,1337.52,27954.67,4.6
2022,12,Malaysia,Home Appliances,Blender,1330.0,1866.16,925.42,21345.83,3.0
2021,1,Singapore,Personal Care,Hair Straightener,917.0,1006.98,608.99,33093.63,2.2
2022,5,Philippines,Home Appliances,Washing Machine,1304.0,1756.93,1298.55,43607.03,1.2
2018,12,Malaysia,Entertainment,Television,1193.0,1926.73,765.11,37393.62,5.0
2019,6,Indonesia,Personal Care,Electric Toothbrush,1180.0,886.44,447.32,20943.5,4.3
2019,6,Malaysia,Electronics,Smartphone,142.0,704.56,97.35,17986.65,1.7
2019,9,Thailand,Electronics,Portable Speaker,413.0,1061.17,1021.88,40512.23,4.5
2018,7,Thailand,Computers,Laptop,,,101.55,20515.06,
2020,9,Philippines,Computers,Printer,875.0,196.98,725.88,2553.19,4.3
2020,10,Singapore,Personal Care,Shaver,1078.0,1037.51,515.34,38911.95,2.0
2021,12,Malaysia,Home Appliances,Washing Machine,1221.0,1649.5,267.52,21232.63,5.0
2020,12,Singapore,Home Appliances,Refrigerator,1279.0,702.11,1364.89,39219.15,1.2
2018,5,Philippines,Personal Care,Hair Dryer,871.0,19999.4,281.58,7870.98,1.6
2021,7,Philippines,Computers,External Hard Drive,590.0,1131.91,365.77,6244.42,4.1
2019,10,Philippines,Home Appliances,Air Conditioner,1118.0,191.07,160.37,31614.05,1.1
2022,5,Philippines,Electronics,Portable Speaker,461.0,1259.12,515.69,7207.93,1.5
2019,8,Malaysia,Entertainment,Gaming Console,456.0,1784.66,185.58,31757.27,1.9
2022,1,Singapore,Home Appliances,Air Conditioner,357.0,1413.94,1476.57,2837.13,1.9
